Id,Name,Geometry,Info
17542,No Name 3360,"LINESTRING (20.1692008979947 49.0669708271429, 20.1698570252726 49.0668983477352)",Highway (NetInfo)
17557,No Name 3683,"LINESTRING (20.1694602969402 49.0370559717528, 20.1696872706897 49.0368385328318)",Gravel Road (NetInfo)
17560,No Name 3358,"LINESTRING (20.1991519929383 49.0451774615762, 20.1995449062441 49.0451164261766)",Gravel Road (NetInfo)
17582,No Name 597,"LINESTRING (20.1324329391549 49.0656127947887, 20.1323299422814 49.0656738299681)",Basic Road (NetInfo)
17591,No Name 3178,"LINESTRING (20.1927566531814 49.0650024431958, 20.1927528378557 49.0646514910086)",Basic Road Bridge (NetInfo)
17611,No Name 3735,"LINESTRING (20.1592140197647 49.0699424764021, 20.159271239871 49.0701293963366)",Gravel Road (NetInfo)
17612,No Name 3735,"LINESTRING (20.1592769626569 49.0698242203188, 20.1592140197647 49.0699424764021)",Gravel Road (NetInfo)
17614,No Name 3358,"LINESTRING (20.1852207183755 49.0431633004369, 20.1853408813009 49.0432395951776)",Gravel Road (NetInfo)
17636,No Name 601,"LINESTRING (20.1328296677018 49.063564302379, 20.1333847053201 49.063220979609)",Basic Road (NetInfo)
17637,Rakovec,"LINESTRING (20.150190352591 49.0530891439728, 20.1501960749413 49.0530433677016)",Basic Road (NetInfo)
17639,No Name 1004,"LINESTRING (20.1667022708836 49.0363235489353, 20.16685104377 49.0358543412726)",Gravel Road (NetInfo)
17654,No Name 2575,"LINESTRING (20.1325321200632 49.0681495686962, 20.1304225911593 49.0690460220408)",Highway (NetInfo)
17662,No Name 702,"LINESTRING (20.1661109917295 49.0673561115396, 20.1652450561096 49.0673828142719)",Highway Bridge (NetInfo)
17665,No Name 4256,"LINESTRING (20.1912593843328 49.0647811907691, 20.1917419434092 49.064819337774)",Highway (NetInfo)
17668,No Name 2571,"LINESTRING (20.1377773294162 49.0664863603292, 20.13757133601 49.0665054339756)",Large Road (NetInfo)
17694,No Name 4273,"LINESTRING (20.1977252956898 49.0641288775082, 20.1978874209423 49.0640945452746)",Gravel Road (NetInfo)
17700,No Name 4282,"LINESTRING (20.1941967011395 49.0640869158592, 20.1950988765534 49.0633659380781)",Gravel Road (NetInfo)
17702,No Name 538,"LINESTRING (20.145647050317 49.0537567157938, 20.1457042684435 49.0538558979447)",Basic Road (NetInfo)
17708,No Name 3716,"LINESTRING (20.1560325614349 49.0396118176108, 20.1557064040364 49.0395202655101)",Gravel Road (NetInfo)
17711,No Name 3387,"LINESTRING (20.1643295282156 49.0615348833435, 20.1640682223164 49.0615730303927)",Gravel Road (NetInfo)
17742,No Name 974,"LINESTRING (20.1298160534354 49.0250091574941, 20.1299724575351 49.0247039816104)",Gravel Road (NetInfo)
17762,No Name 3374,"LINESTRING (20.1641178126621 49.0665435808478, 20.1640224463971 49.0665550249634)",Gravel Road (NetInfo)
17763,No Name 3374,"LINESTRING (20.164327620802 49.0665550251048, 20.1641178126621 49.0665435808478)",Gravel Road (NetInfo)
17795,No Name 2,"LINESTRING (20.1933097843192 49.0711936967572, 20.1930103304991 49.0704002398724)",Basic Road (NetInfo)
17796,No Name 974,"LINESTRING (20.1516761773154 49.0363616957884, 20.1511726370807 49.0361709610707)",Gravel Road (NetInfo)
17798,No Name 96,"LINESTRING (20.1278343204485 49.0519332907219, 20.1284732800413 49.0518302937918)",Basic Road (NetInfo)
17842,No Name 96,"LINESTRING (20.1294460270893 49.0518188494318, 20.1301097879593 49.0518531817146)",Basic Road (NetInfo)
17849,No Name 4257,"LINESTRING (20.1819667816059 49.0645065325483, 20.181692123559 49.0645408648141)",Highway (NetInfo)
17858,Osloboditeľov,"LINESTRING (20.190912246775 49.067966462856, 20.1904315947572 49.0683975238125)",Basic Road (NetInfo)
17919,No Name 3733,"LINESTRING (20.1589946747928 49.0696296709876, 20.1592006683362 49.0695343033992)",Gravel Road (NetInfo)
17935,No Name 614,"LINESTRING (20.1389255512054 49.0224342384483, 20.1380252846391 49.0226020811794)",Gravel Road (NetInfo)
17971,No Name 1292,"LINESTRING (20.1979217533101 49.0578537005519, 20.198133468596 49.057868959515)",Basic Road (NetInfo)
17987,No Name 975,"LINESTRING (20.1571521751142 49.0412826546377, 20.1574478138595 49.0413169880588)",Gravel Road (NetInfo)
18021,No Name 3704,"LINESTRING (20.1598758698642 49.0705604573896, 20.1600475318678 49.0705833454317)",Gravel Road (NetInfo)
18039,No Name 3387,"LINESTRING (20.1436157212172 49.0714302079543, 20.1432838424207 49.0715484636141)",Gravel Road (NetInfo)
18044,No Name 79,"LINESTRING (20.189739227129 49.0602340715122, 20.1897258757137 49.0601310746751)",Basic Road (NetInfo)
18062,No Name 2583,"LINESTRING (20.1293087026092 49.0615348833641, 20.1294822706972 49.0624237078717)",Gravel Road (NetInfo)
18065,No Name 102,"LINESTRING (20.1515846265527 49.059936525162, 20.1493473057394 49.0608787554979)",Large Road (NetInfo)
18073,Horská,"LINESTRING (20.1687374120156 49.0604095477201, 20.1681461332576 49.0600967425977)",Basic Road (NetInfo)
18075,No Name 3374,"LINESTRING (20.1652984615488 49.0663986223294, 20.1649761203928 49.0665168780765)",Gravel Road (NetInfo)
18088,No Name 3363,"LINESTRING (20.1783676149615 49.0679855362598, 20.1783199312087 49.0683517476908)",Gravel Road (NetInfo)
18095,No Name 317,"LINESTRING (20.1977100367847 49.0646247881704, 20.1967849730217 49.0647735613642)",Highway (NetInfo)
18112,No Name 3739,"LINESTRING (20.1890945433961 49.0256004342462, 20.1893310546797 49.0251922645659)",Gravel Road (NetInfo)
18113,No Name 1485,"LINESTRING (20.1248168912381 49.0256843564944, 20.1243801126015 49.0256729124495)",Gravel Road (NetInfo)
18118,No Name 4257,"LINESTRING (20.1793613432568 49.0649757404032, 20.178506850991 49.0651741046439)",Highway (NetInfo)
18119,No Name 4257,"LINESTRING (20.1799278260844 49.0648536700915, 20.1793613432568 49.0649757404032)",Highway (NetInfo)
18173,No Name 3368,"LINESTRING (20.1651077266047 49.0646743793367, 20.1647911075717 49.0644874592898)",Gravel Road (NetInfo)
18189,No Name 2582,"LINESTRING (20.1406040199829 49.0654869096387, 20.1404457077279 49.0652542133375)",Basic Road (NetInfo)
18190,No Name 809,"LINESTRING (20.1444549576896 49.0631599444366, 20.1445693962993 49.0631408709333)",HighwayRamp (NetInfo)
18192,No Name 3379,"LINESTRING (20.1800174713307 49.0645141619774, 20.1792907712837 49.0645980853187)",Gravel Road (NetInfo)
18193,No Name 4257,"LINESTRING (20.1908378602705 49.0649299639591, 20.1897182465875 49.0648078936776)",Highway (NetInfo)
18207,No Name 975,"LINESTRING (20.1538009629687 49.0423469568484, 20.1545200346065 49.0420379647555)",Gravel Road (NetInfo)
18208,No Name 1485,"LINESTRING (20.129636761832 49.0254745505321, 20.1294536576827 49.025493624858)",Gravel Road (NetInfo)
18210,No Name 96,"LINESTRING (20.1301097879593 49.0518531817146, 20.131071089089 49.0518608113974)",Basic Road (NetInfo)
18215,No Name 1002,"LINESTRING (20.1950988769965 49.0284233102304, 20.1948928831031 49.0282554637766)",Gravel Road (NetInfo)
18247,No Name 4363,"LINESTRING (20.1944274903861 49.0704879781541, 20.1944274898406 49.0706138626264)",Basic Road (NetInfo)
18262,Kúpele,"LINESTRING (20.1367130284069 49.0646553058356, 20.1362609865687 49.0648574846647)",Basic Road (NetInfo)
18266,No Name 604,"LINESTRING (20.1347637166217 49.0595245380616, 20.1348934187587 49.059356691186)",Gravel Road (NetInfo)
18272,No Name 974,"LINESTRING (20.1385669713521 49.0311775214868, 20.1374225629068 49.0305633565521)",Gravel Road (NetInfo)
18278,No Name 1264,"LINESTRING (20.1419525150172 49.0602149980814, 20.1418056503909 49.0601081867152)",Gravel Road (NetInfo)
18281,No Name 4256,"LINESTRING (20.1896553040049 49.0646057147294, 20.1907844544935 49.0647354144346)",Highway (NetInfo)
18316,No Name 1114,"LINESTRING (20.1770172121577 49.06528091608, 20.1778182985609 49.0652160662008)",Oneway Road (NetInfo)
18376,No Name 3368,"LINESTRING (20.1645393372345 49.063320161732, 20.1653003699988 49.0627136248527)",Gravel Road (NetInfo)
18377,No Name 618,"LINESTRING (20.163530349333 49.0382270838437, 20.1622219077103 49.0389556910296)",Basic Road (NetInfo)
18379,No Name 1083,"LINESTRING (20.1235542286926 49.0717048660493, 20.1249485023567 49.0713462849773)",Gravel Road (NetInfo)
18435,No Name 3387,"LINESTRING (20.1441211694962 49.0713348404403, 20.1436157212172 49.0714302079543)",Gravel Road (NetInfo)
18441,No Name 3379,"LINESTRING (20.1871318817089 49.0611648577517, 20.1869163512409 49.0613784807959)",Gravel Road (NetInfo)
18443,No Name 3360,"LINESTRING (20.1754112242302 49.0658187883912, 20.1771469112003 49.0653839129257)",Highway (NetInfo)
18477,No Name 3358,"LINESTRING (20.1884803772423 49.0432014492758, 20.1890735626102 49.0434379605537)",Gravel Road (NetInfo)
18480,No Name 3973,"LINESTRING (20.1493663780623 49.0610542315539, 20.1491794573301 49.0628013628313)",Gravel Road (NetInfo)
18490,No Name 4282,"LINESTRING (20.1955471036936 49.063007356551, 20.1956176760243 49.062953950782)",Gravel Road (NetInfo)
18506,No Name 3387,"LINESTRING (20.1616687774984 49.0622634905957, 20.1609878537554 49.0624084490576)",Gravel Road (NetInfo)
18512,No Name 607,"LINESTRING (20.1306915272798 49.0646057146694, 20.1303596495955 49.0645332354597)",Basic Road (NetInfo)
18553,No Name 614,"LINESTRING (20.1311759939866 49.0232048037663, 20.1309661871502 49.023338317795)",Gravel Road (NetInfo)
18558,No Name 3366,"LINESTRING (20.1622848518761 49.0687789932719, 20.1624355321505 49.0688781758269)",Gravel Road (NetInfo)
18563,No Name 3705,"LINESTRING (20.1905956270022 49.0654487627684, 20.1908645630378 49.0654602069412)",Basic Road (NetInfo)
18564,Slovenského Národného Povstania,"LINESTRING (20.1988925930475 49.0569953936928, 20.1986541750684 49.0582466143535)",Basic Road (NetInfo)
18566,No Name 616,"LINESTRING (20.1661548621651 49.0347213766454, 20.1661643979565 49.034900667635)",Gravel Road (NetInfo)
18584,No Name 3739,"LINESTRING (20.1886444091272 49.0261192359491, 20.1890945433961 49.0256004342462)",Gravel Road (NetInfo)
18611,No Name 974,"LINESTRING (20.1328315725778 49.0277214075854, 20.1321868892408 49.0274238597235)",Gravel Road (NetInfo)
18615,No Name 3379,"LINESTRING (20.1881752014579 49.0607452411373, 20.1877403258984 49.0608634966831)",Gravel Road (NetInfo)
18622,No Name 301,"LINESTRING (20.1929073334245 49.0597496051731, 20.1924667356283 49.0597152727976)",Oneway Road (NetInfo)
18625,No Name 96,"LINESTRING (20.1252498629735 49.0524635337218, 20.1261596651128 49.0523109451379)",Basic Road (NetInfo)
18655,No Name 3718,"LINESTRING (20.1763916018452 49.0402717601366, 20.1765995023341 49.0405006416979)",Gravel Road (NetInfo)
18716,No Name 616,"LINESTRING (20.1530017851331 49.0234336858825, 20.1531772603725 49.0240364085661)",Gravel Road (NetInfo)
18721,No Name 806,"LINESTRING (20.1433906557536 49.06470489685, 20.1433773051225 49.0648002643233)",HighwayRamp (NetInfo)
18727,No Name 585,"LINESTRING (20.1416091909825 49.0478439350738, 20.1416683193387 49.0478782668068)",Gravel Road (NetInfo)
18784,No Name 79,"LINESTRING (20.1897258757137 49.0601310746751, 20.1897373199279 49.0600776689636)",Basic Road (NetInfo)
18791,No Name 1002,"LINESTRING (20.1937255862448 49.0228614805765, 20.1934413909252 49.0227470437224)",Gravel Road (NetInfo)
18821,No Name 3677,"LINESTRING (20.171245574587 49.0347709679797, 20.173326492228 49.0342979458686)",Gravel Road (NetInfo)
18822,No Name 3677,"LINESTRING (20.1704521173968 49.0348625194918, 20.171245574587 49.0347709679797)",Gravel Road (NetInfo)
18859,Hlavná,"LINESTRING (20.1994724269997 49.0599327104647, 20.1983222957673 49.0598297138014)",Large Road (NetInfo)
18885,No Name 557,"LINESTRING (20.1681079862917 49.0617141742199, 20.1686763771012 49.0615959186057)",Gravel Road (NetInfo)
18888,No Name 3390,"LINESTRING (20.1776447297369 49.0692482013612, 20.1778755191504 49.0693092363011)",Gravel Road (NetInfo)
18889,No Name 1225,"LINESTRING (20.1716957086327 49.0620002764483, 20.1717185974568 49.0621185321105)",Gravel Road (NetInfo)
18946,No Name 4622,"LINESTRING (20.1963691710948 49.0722541826694, 20.1970062251653 49.0721130388565)",Basic Road (NetInfo)
18952,No Name 102,"LINESTRING (20.1493473057394 49.0608787554979, 20.1488094318363 49.0611228960979)",Large Road (NetInfo)
19002,No Name 3358,"LINESTRING (20.1857223510229 49.0424385097827, 20.1857223510681 49.0425186165473)",Gravel Road (NetInfo)
19037,No Name 975,"LINESTRING (20.1590251929508 49.0411491403709, 20.1592140189398 49.0410537731284)",Gravel Road (NetInfo)
19128,No Name 4284,"LINESTRING (20.1927108762305 49.0608749408744, 20.1924629211289 49.060821535024)",Basic Road (NetInfo)
19148,No Name 565,"LINESTRING (20.1365241998369 49.0525703446304, 20.1363506318309 49.053340913753)",Basic Road (NetInfo)
19164,No Name 614,"LINESTRING (20.1324176786953 49.0229835520097, 20.1323547347445 49.0228881843822)",Gravel Road (NetInfo)
19175,No Name 3791,"LINESTRING (20.1412830344682 49.0699081440955, 20.1411190046428 49.0699501053076)",Gravel Road (NetInfo)
19184,No Name 4654,"LINESTRING (20.1211872111163 49.030826569529, 20.1214389785571 49.0308380138901)",Gravel Road (NetInfo)
19185,No Name 3406,"LINESTRING (20.1682205197102 49.0439720176182, 20.1681728366046 49.0438194303811)",Gravel Road (NetInfo)
19186,No Name 579,"LINESTRING (20.1204357167663 49.0579757708014, 20.1241016414339 49.0589027422667)",Gravel Road (NetInfo)
19199,No Name 1002,"LINESTRING (20.1925868986585 49.0219383239875, 20.1925601959465 49.0216560374078)",Gravel Road (NetInfo)
19221,No Name 4363,"LINESTRING (20.1944274898406 49.0706138626264, 20.1943378449056 49.0707778947135)",Basic Road (NetInfo)
19253,No Name 535,"LINESTRING (20.1715278633248 49.0598335284667, 20.1747856141646 49.060108186569)",Basic Road (NetInfo)
19289,No Name 597,"LINESTRING (20.1316165926722 49.0657386797013, 20.131206510791 49.0660247821224)",Basic Road (NetInfo)
19322,No Name 301,"LINESTRING (20.1921234131779 49.0594520588234, 20.1920795440123 49.0592842118882)",Oneway Road (NetInfo)
19335,Skalná,"LINESTRING (20.1733818058055 49.0610504167856, 20.1736545564615 49.0611267108369)",Basic Road (NetInfo)
19353,No Name 618,"LINESTRING (20.1651592257833 49.0373077420471, 20.165014266195 49.0375251791592)",Basic Road (NetInfo)
19381,No Name 68,"LINESTRING (20.157163620653 49.0548057573503, 20.1578083046286 49.0551109330005)",Basic Road (NetInfo)
19385,No Name 974,"LINESTRING (20.159444808627 49.040924074774, 20.1593055727839 49.040733338468)",Gravel Road (NetInfo)
19386,No Name 3674,"LINESTRING (20.1683731084064 49.0455513022002, 20.1684112542943 49.0454483046897)",Basic Road (NetInfo)
19398,No Name 3374,"LINESTRING (20.1668376928691 49.0650634784188, 20.1665210718389 49.0652351396908)",Gravel Road (NetInfo)
19412,No Name 3704,"LINESTRING (20.1620712284488 49.0713119525516, 20.1620941158676 49.0714111344411)",Gravel Road (NetInfo)
19422,No Name 3427,"LINESTRING (20.1735973355916 49.0450706502411, 20.1734256742815 49.0451011670423)",Gravel Road (NetInfo)
19449,No Name 3427,"LINESTRING (20.1734256742815 49.0451011670423, 20.1733188624683 49.0451240562222)",Gravel Road (NetInfo)
19451,No Name 1482,"LINESTRING (20.1630764013988 49.0442695630944, 20.1650276188626 49.0451660175112)",Basic Road (NetInfo)
19455,No Name 3630,"LINESTRING (20.1610088354909 49.0429840107288, 20.1608371735847 49.042858125347)",Basic Road (NetInfo)
19466,No Name 1002,"LINESTRING (20.1963615415217 49.0297508255764, 20.1958541869524 49.0292701744931)",Gravel Road (NetInfo)
19468,No Name 3727,"LINESTRING (20.1663665777977 49.0353889478559, 20.1663665764805 49.0350456246408)",Gravel Road (NetInfo)
19493,No Name 4256,"LINESTRING (20.194850921781 49.0648460406536, 20.1952819826237 49.0648193377798)",Highway (NetInfo)
19502,Terasová,"LINESTRING (20.1714572908095 49.0597877520199, 20.1715278633248 49.0598335284667)",Basic Road (NetInfo)
19503,Terasová,"LINESTRING (20.170385361031 49.0590896624085, 20.1714572908095 49.0597877520199)",Basic Road (NetInfo)
19512,No Name 616,"LINESTRING (20.1658420564422 49.0340271018143, 20.1659393309135 49.0341148387414)",Gravel Road (NetInfo)
19541,Hasičská,"LINESTRING (20.1424675002134 49.050651552542, 20.1424636856517 49.0508232129459)",Basic Road (NetInfo)
19549,No Name 3406,"LINESTRING (20.1685581208553 49.0449028030156, 20.1685047147902 49.0446929952689)",Gravel Road (NetInfo)
19556,No Name 1002,"LINESTRING (20.1925601959111 49.0203170781674, 20.1925563813871 49.0201797483211)",Gravel Road (NetInfo)
19558,No Name 616,"LINESTRING (20.1585292817512 49.0293006924517, 20.1587829589458 49.0298233046545)",Gravel Road (NetInfo)
19580,Rakovec,"LINESTRING (20.1495227820542 49.0538826008778, 20.1500606541576 49.0539016739049)",Basic Road (NetInfo)
19596,No Name 3709,"LINESTRING (20.1567211138803 49.0398368855501, 20.1571273792793 49.0396080037985)",Gravel Road (NetInfo)
19636,No Name 3358,"LINESTRING (20.1907005310836 49.0442848220683, 20.1909637448961 49.0444374110618)",Gravel Road (NetInfo)
19649,No Name 835,"LINESTRING (20.1793346405837 49.0583801290272, 20.1797828672776 49.0584259053586)",Basic Road (NetInfo)
19655,Hlavná,"LINESTRING (20.1804885864037 49.0582466143799, 20.1793632508112 49.0581398030322)",Large Road (NetInfo)
19656,Hlavná,"LINESTRING (20.1824855805073 49.0584297200801, 20.1804885864037 49.0582466143799)",Large Road (NetInfo)
19711,No Name 4254,"LINESTRING (20.1818866727622 49.0702095049976, 20.1814346313515 49.0702285786752)",Basic Road (NetInfo)
19718,No Name 1299,"LINESTRING (20.1594772342786 49.0560607927394, 20.1594829555915 49.0562973038616)",Basic Road (NetInfo)
19721,No Name 3681,"LINESTRING (20.1564159387157 49.0704269426454, 20.1554508222886 49.0708656327721)",Gravel Road (NetInfo)
19735,No Name 3387,"LINESTRING (20.1600170133147 49.0624465960645, 20.1596412654498 49.0624694842593)",Gravel Road (NetInfo)
19741,No Name 806,"LINESTRING (20.144102095999 49.0643501300463, 20.1438121799962 49.0644073504973)",HighwayRamp (NetInfo)
19748,No Name 3379,"LINESTRING (20.189363479643 49.0601959246814, 20.189212799045 49.0602264421225)",Gravel Road (NetInfo)
19765,Štefánikova,"LINESTRING (20.1989879607092 49.0565223712796, 20.1988925930475 49.0569953936928)",Basic Road (NetInfo)
19766,Štefánikova,"LINESTRING (20.1991806029699 49.0556907670719, 20.1989879607092 49.0565223712796)",Basic Road (NetInfo)
19779,No Name 1004,"LINESTRING (20.1763916018452 49.0402717601366, 20.1758785244638 49.0402259847613)",Gravel Road (NetInfo)
19784,No Name 1004,"LINESTRING (20.178894042557 49.0358619698351, 20.1786289213535 49.0359115622827)",Gravel Road (NetInfo)
19805,No Name 4284,"LINESTRING (20.1922321318582 49.0607948321729, 20.1918373106177 49.0607490557609)",Basic Road (NetInfo)
19806,No Name 4284,"LINESTRING (20.1924629211289 49.060821535024, 20.1922321318582 49.0607948321729)",Basic Road (NetInfo)
19812,No Name 3738,"LINESTRING (20.1635799408861 49.037712099605, 20.1637039176014 49.0376129166931)",Gravel Road (NetInfo)
19819,Tunel Bôrik,"LINESTRING (20.1576328283821 49.0666313189885, 20.1584072115188 49.0667877215165)",Highway (NetInfo)
19834,Pod hájom,"LINESTRING (20.1377773286258 49.053508760125, 20.13784217756 49.0535545370425)",Basic Road (NetInfo)
19835,Pod hájom,"LINESTRING (20.1376972190908 49.0534477251807, 20.1377773286258 49.053508760125)",Basic Road (NetInfo)
19846,No Name 974,"LINESTRING (20.1301059693473 49.0242996228757, 20.1299533843381 49.0236625697245)",Gravel Road (NetInfo)
19861,Okružná,"LINESTRING (20.1734123227744 49.0633621233931, 20.1738548277943 49.0631294268594)",Basic Road (NetInfo)
19869,No Name 1002,"LINESTRING (20.1966362002815 49.0300407429947, 20.1964664460876 49.0298728969508)",Gravel Road (NetInfo)
19883,No Name 1482,"LINESTRING (20.1681766514076 49.0498695394043, 20.1682491298364 49.0501670858425)",Basic Road (NetInfo)
19948,No Name 585,"LINESTRING (20.1399040218587 49.0459976215606, 20.1399993888731 49.046089174233)",Gravel Road (NetInfo)
19953,No Name 3390,"LINESTRING (20.1757068636505 49.0692062397398, 20.1758956905353 49.0692367570217)",Gravel Road (NetInfo)
19968,No Name 4620,"LINESTRING (20.1934700007838 49.0716247574885, 20.1935062407796 49.0716934223123)",Basic Road (NetInfo)
19989,No Name 4797,"LINESTRING (20.1951370237395 49.0343132039984, 20.1941223141176 49.0340080279761)",Gravel Road (NetInfo)
20003,Hájová,"LINESTRING (20.1697731016704 49.0596809403941, 20.1704273225115 49.0597534197108)",Basic Road (NetInfo)
20018,No Name 3387,"LINESTRING (20.1458988203527 49.068584444012, 20.1456832885189 49.0689125077299)",Gravel Road (NetInfo)
20023,No Name 571,"LINESTRING (20.1344299330377 49.0636138934451, 20.1344394682306 49.063743593147)",Basic Road (NetInfo)
20057,No Name 3237,"LINESTRING (20.1942176815717 49.0699920673423, 20.1949138642857 49.0697555562379)",Basic Road (NetInfo)
20075,No Name 3220,"LINESTRING (20.1657791134724 49.0516815201098, 20.1650733948292 49.0515060446092)",Gravel Road (NetInfo)
20114,No Name 3389,"LINESTRING (20.1734027858678 49.0642967242508, 20.17343521093 49.0646362323425)",Gravel Road (NetInfo)
20131,No Name 616,"LINESTRING (20.1576328278357 49.0279655477999, 20.1579742415892 49.0282859816903)",Gravel Road (NetInfo)
20147,No Name 3389,"LINESTRING (20.1751044972945 49.0640882429332, 20.1756423682478 49.0638898791767)",Gravel Road (NetInfo)
20165,No Name 4256,"LINESTRING (20.1795043945716 49.0648193376807, 20.1803646088089 49.0646362322791)",Highway (NetInfo)
20189,No Name 974,"LINESTRING (20.1548595436485 49.037757874939, 20.1532325732131 49.0371055624666)",Gravel Road (NetInfo)
20202,No Name 4796,"LINESTRING (20.172195434018 49.0324020396061, 20.1730747225366 49.0326271068006)",Gravel Road (NetInfo)
20203,No Name 1265,"LINESTRING (20.1389636998528 49.0608482379627, 20.1378231034582 49.0611267108037)",Gravel Road (NetInfo)
20215,No Name 3366,"LINESTRING (20.1632480623 49.0690307636918, 20.1643066397953 49.06885910204)",Gravel Road (NetInfo)
20256,No Name 3681,"LINESTRING (20.1569309234116 49.0702896138656, 20.1564159387157 49.0704269426454)",Gravel Road (NetInfo)
20262,No Name 604,"LINESTRING (20.1361789705414 49.0545349139225, 20.1362056727771 49.0542373676188)",Gravel Road (NetInfo)
20263,No Name 604,"LINESTRING (20.1364364632215 49.054912569037, 20.1361789705414 49.0545349139225)",Gravel Road (NetInfo)
20271,No Name 970,"LINESTRING (20.1380310041657 49.0444793714603, 20.1379947678395 49.044403077776)",Gravel Road (NetInfo)
20280,No Name 614,"LINESTRING (20.1369094861317 49.0229835521838, 20.1365222914317 49.0232238780628)",Gravel Road (NetInfo)
20294,No Name 805,"LINESTRING (20.1430454260143 49.0648345965881, 20.1428203574056 49.064750673198)",HighwayRamp (NetInfo)
20313,No Name 3390,"LINESTRING (20.1780509950092 49.0692901630197, 20.1783313754319 49.069107057617)",Gravel Road (NetInfo)
20314,No Name 3390,"LINESTRING (20.1778755191504 49.0693092363011, 20.1780509950092 49.0692901630197)",Gravel Road (NetInfo)
20322,No Name 3379,"LINESTRING (20.1877403258984 49.0608634966831, 20.1872978210099 49.0610618608867)",Gravel Road (NetInfo)
20327,No Name 3738,"LINESTRING (20.1633949272948 49.0380821249748, 20.1635799408861 49.037712099605)",Gravel Road (NetInfo)
20330,No Name 616,"LINESTRING (20.1532115925405 49.0203743007631, 20.1532573705628 49.0204353358593)",Gravel Road (NetInfo)
20335,No Name 1265,"LINESTRING (20.1378231034582 49.0611267108037, 20.1366291059759 49.0613250750275)",Gravel Road (NetInfo)
20338,No Name 1002,"LINESTRING (20.1967716220212 49.0301513690359, 20.1966362002815 49.0300407429947)",Gravel Road (NetInfo)
20368,No Name 3630,"LINESTRING (20.16184425331 49.0437927265137, 20.1616363517792 49.0435981759265)",Basic Road (NetInfo)
20369,No Name 975,"LINESTRING (20.1415920260003 49.0425796528305, 20.1417064670186 49.0425338762451)",Gravel Road (NetInfo)
20388,No Name 970,"LINESTRING (20.1382369992164 49.0450401327444, 20.1381072992415 49.0447616594434)",Gravel Road (NetInfo)
20392,No Name 585,"LINESTRING (20.1385421750223 49.0452651994867, 20.1388645159067 49.0453948988758)",Gravel Road (NetInfo)
20403,No Name 1482,"LINESTRING (20.1619701382383 49.0434074413449, 20.1626834861233 49.0439262408238)",Basic Road (NetInfo)
20417,No Name 2600,"LINESTRING (20.1921520233271 49.05929184154, 20.1922740935992 49.0594177263474)",Basic Road (NetInfo)
20420,No Name 808,"LINESTRING (20.1440277082576 49.0640907305915, 20.1442356109334 49.0641670244523)",HighwayRamp (NetInfo)
20425,No Name 579,"LINESTRING (20.1241016414339 49.0589027422667, 20.1272754696737 49.0576553362177)",Gravel Road (NetInfo)
20429,No Name 2594,"LINESTRING (20.19491958574 49.0602989213896, 20.1945266724567 49.0602417011072)",Basic Road (NetInfo)
20438,No Name 3220,"LINESTRING (20.1493473041084 49.0496482862058, 20.1473484024917 49.049617769251)",Gravel Road (NetInfo)
20440,No Name 3358,"LINESTRING (20.1874103546229 49.0431365986209, 20.1875801085926 49.0431213398121)",Gravel Road (NetInfo)
20449,No Name 614,"LINESTRING (20.1354179378855 49.0241088863941, 20.1349868767525 49.0243759182839)",Gravel Road (NetInfo)
20451,No Name 975,"LINESTRING (20.1506252274862 49.0428237938312, 20.1516036986761 49.0427246113748)",Gravel Road (NetInfo)
20453,No Name 4655,"LINESTRING (20.1248302474448 49.0310211191569, 20.1259593961621 49.030990602321)",Gravel Road (NetInfo)
20470,No Name 970,"LINESTRING (20.1383399948162 49.0451431289463, 20.1382369992164 49.0450401327444)",Gravel Road (NetInfo)
20499,No Name 4256,"LINESTRING (20.1922187804367 49.0648460405831, 20.1927394868237 49.06486892875)",Highway (NetInfo)
20505,Horská,"LINESTRING (20.1741619105971 49.0593490618532, 20.1749515535346 49.0594177264055)",Basic Road (NetInfo)
20506,Horská,"LINESTRING (20.1722869872861 49.0591774005129, 20.1741619105971 49.0593490618532)",Basic Road (NetInfo)
20507,No Name 79,"LINESTRING (20.1920642853421 49.0608024615847, 20.1918373106177 49.0607490557609)",Basic Road (NetInfo)
20537,Horská,"LINESTRING (20.1684436799254 49.0589332598191, 20.1687927238365 49.058856965895)",Basic Road (NetInfo)
20569,No Name 4257,"LINESTRING (20.1808185577523 49.0646820087024, 20.1803245542974 49.0647659319638)",Highway (NetInfo)
20574,No Name 3363,"LINESTRING (20.1786441802651 49.0670776386343, 20.1783676149615 49.0679855362598)",Gravel Road (NetInfo)
20578,No Name 3220,"LINESTRING (20.1638603205482 49.0512275719201, 20.1624336246565 49.050865175123)",Gravel Road (NetInfo)
20582,K potoku,"LINESTRING (20.1954689028062 49.071033479455, 20.1955642699309 49.0711708086869)",Basic Road (NetInfo)
20585,No Name 1097,"LINESTRING (20.141496657375 49.0711708084875, 20.1414222701943 49.0711975116708)",Basic Road (NetInfo)
20621,No Name 3674,"LINESTRING (20.1673812871114 49.0467987080897, 20.1675052642605 49.0467262282345)",Basic Road (NetInfo)
20634,No Name 975,"LINESTRING (20.1439266199819 49.0421104439989, 20.1444339750773 49.0421371482835)",Gravel Road (NetInfo)
20658,No Name 974,"LINESTRING (20.1511726370807 49.0361709610707, 20.1490345003196 49.0353660606097)",Gravel Road (NetInfo)
