Id,Geometry,Boundary,Info,Width,Length,Service,SubService
19752,"POINT (20.1993229366681 49.0560325654344)","POLYGON ((20.1992229298468 49.0559861641669, 20.1992064504137 49.0560573056604, 20.1994229436762 49.0560789666158, 20.1994394228082 49.0560078250901, 20.1992229298468 49.0559861641669))",L3 1x1 Shop (BuildingInfo),1,2,Commercial,CommercialLow
18853,"POINT (20.176195602099 49.0611243238188)","POLYGON ((20.1762285438008 49.0613267056515, 20.1765035713865 49.0611026760046, 20.1761626606547 49.0609219419711, 20.1758876325541 49.0611459708097, 20.1762285438008 49.0613267056515))",L1 4x3 Detached12 (BuildingInfo),4,4,Residential,ResidentialLow
18839,"POINT (20.1736270618217 49.0617997630337)","POLYGON ((20.1735307892195 49.0616313514905, 20.1734079900232 49.0619076521897, 20.1737233350695 49.0619681744267, 20.1738461326739 49.0616918734548, 20.1735307892195 49.0616313514905))",L1 4x3 Detached05 (BuildingInfo),4,3,Residential,ResidentialLow
19634,"POINT (20.1990824832766 49.057736252998)","POLYGON ((20.1988787911546 49.0576469663895, 20.1988515795807 49.0577897733978, 20.1992861761308 49.0578255392494, 20.1993133864816 49.057682732133, 20.1988787911546 49.0576469663895))",L1 2x3 Detached09 (BuildingInfo),2,4,Residential,ResidentialLow
18912,"POINT (20.1713251643675 49.0603574017889)","POLYGON ((20.1711830728797 49.0603978683006, 20.1713867416685 49.0604507785034, 20.1714672556263 49.0603169351007, 20.1712635872954 49.0602640250413, 20.1711830728797 49.0603978683006))",L1 2x2 Detached03 (BuildingInfo),2,2,Residential,ResidentialLow
2733,"POINT (20.1927566531814 49.0650024431958)","POLYGON ((20.1928667815571 49.0649672823356, 20.1926477689748 49.0649656475349, 20.1926465246513 49.0650376039499, 20.1928655375497 49.0650392387547, 20.1928667815571 49.0649672823356))",RoadSmallBridgePillar (BuildingInfo),2,1,Road,None
19568,"POINT (20.1990416666523 49.0579504635793)","POLYGON ((20.1988515795807 49.0577897733978, 20.1987971559505 49.0580753873821, 20.199231754947 49.0581111534497, 20.1992861761308 49.0578255392494, 20.1988515795807 49.0577897733978))",L2 4x4 Detached08 (BuildingInfo),4,4,Residential,ResidentialLow
19083,"POINT (20.1784375446872 49.0607267793992)","POLYGON ((20.1784660288612 49.060929453349, 20.1787459551938 49.0607080608154, 20.1784090607325 49.0605241055737, 20.1781291339546 49.060745497432, 20.1784660288612 49.060929453349))",L1 4x4 Detached02 (BuildingInfo),4,4,Residential,ResidentialLow
19605,"POINT (20.1988921997842 49.058155732555)","POLYGON ((20.1987971559505 49.0580753873821, 20.1987699438942 49.0582181943582, 20.1989872439236 49.0582360776501, 20.1990144553683 49.0580932706201, 20.1987971559505 49.0580753873821))",L1 2x2 Detached04 (BuildingInfo),2,2,Residential,ResidentialLow
18909,"POINT (20.176236287449 49.0592295546259)","POLYGON ((20.175952414425 49.0593109456802, 20.1763601387921 49.0594161087288, 20.176520159553 49.0591481628673, 20.176112437026 49.0590430003892, 20.175952414425 49.0593109456802))",L1 4x3 Detached05 (BuildingInfo),4,4,Residential,ResidentialLow
18981,"POINT (20.1770757992729 49.0594054816984)","POLYGON ((20.1768581316466 49.0595145829879, 20.1771742282135 49.0595733530886, 20.1772934659485 49.0592963799913, 20.1769773709894 49.0592376102231, 20.1768581316466 49.0595145829879))",L1 3x3 Detached 1a (BuildingInfo),3,4,Residential,ResidentialLow
19040,"POINT (20.1690477659034 49.0601382135375)","POLYGON ((20.1690046144385 49.0602648055901, 20.1692089852128 49.0602130788361, 20.1690909171451 49.0600116214649, 20.1688865470796 49.0600633480154, 20.1690046144385 49.0602648055901))",L1 2x3 Detached05 (BuildingInfo),2,3,Residential,ResidentialLow
19143,"POINT (20.1808891833876 49.0605127202525)","POLYGON ((20.1808787298664 49.0606142564442, 20.1810436915129 49.0605195897465, 20.1808996368637 49.0604111840577, 20.1807346753075 49.0605058505518, 20.1808787298664 49.0606142564442))",L1 2x2 Detached06 (BuildingInfo),2,2,Residential,ResidentialLow
18869,"POINT (20.1742531639968 49.0604698814793)","POLYGON ((20.1742613374418 49.0605715078166, 20.1744078091245 49.0604645101385, 20.1742449905826 49.0603682551397, 20.1740985188384 49.0604752526126, 20.1742613374418 49.0605715078166))",L1 2x2 Shop03 (BuildingInfo),2,2,Commercial,CommercialLow
19078,"POINT (20.1777377188487 49.061280257447)","POLYGON ((20.1777662004652 49.0614829313994, 20.1780461330225 49.061261540755, 20.1777092374537 49.0610775834818, 20.1774293044535 49.0612989733136, 20.1777662004652 49.0614829313994))",L1 4x4 Detached11 (BuildingInfo),4,4,Residential,ResidentialLow
19009,"POINT (20.1687670121388 49.059448176214)","POLYGON ((20.1688539310443 49.0595646533998, 20.1688971880021 49.0593506504411, 20.168680093637 49.0593316989625, 20.1686368357655 49.0595457018356, 20.1688539310443 49.0595646533998))",L1 3x2 Detached04 (BuildingInfo),3,2,Residential,ResidentialLow
19096,"POINT (20.1687384823045 49.0601791614709)","POLYGON ((20.168550185129 49.0602181183338, 20.168720780558 49.0603083681943, 20.1689267791891 49.0601402042989, 20.1687561839551 49.0600499547414, 20.168550185129 49.0602181183338))",L1 2x2 Detached06 (BuildingInfo),2,3,Residential,ResidentialLow
18975,"POINT (20.1711045096714 49.0599044488514)","POLYGON ((20.1712264703316 49.0598417352707, 20.1710090803837 49.0598243003411, 20.1709825487049 49.059967162301, 20.1711999392654 49.0599845972835, 20.1712264703316 49.0598417352707))",L1 2x2 Detached04 (BuildingInfo),2,2,Residential,ResidentialLow
20030,"POINT (20.1666421988698 49.0713546931919)","POLYGON ((20.166531474657 49.0714258587688, 20.166750515871 49.0714274403434, 20.1667529227663 49.0712835275062, 20.1665338821849 49.0712819459397, 20.166531474657 49.0714258587688))",Water Tower (BuildingInfo),2,2,Water,None
18924,"POINT (20.1771670225637 49.0609861487808)","POLYGON ((20.1770824609471 49.0608150438446, 20.1768933862531 49.0609915861151, 20.1772515847543 49.0611572536532, 20.1774406588226 49.0609807107974, 20.1770824609471 49.0608150438446))",L1 3x4 Detached07a (BuildingInfo),3,4,Residential,ResidentialLow
19023,"POINT (20.1791062848273 49.0601904943473)","POLYGON ((20.1791141991487 49.0603201195368, 20.1792853175711 49.0601358374605, 20.1790983705428 49.0600608691547, 20.1789272516935 49.0602451509538, 20.1791141991487 49.0603201195368))",L1 3x2 Detached04 (BuildingInfo),3,2,Residential,ResidentialLow
18812,"POINT (20.1737669104303 49.0602399628181)","POLYGON ((20.1740120014085 49.0601155232849, 20.1735775522662 49.0600788979439, 20.1735218182308 49.0603644018216, 20.1739562698156 49.0604010273837, 20.1740120014085 49.0601155232849))",L1 4x3 Detached05 (BuildingInfo),4,4,Residential,ResidentialLow
18795,"POINT (20.1741944442518 49.0610503543118)","POLYGON ((20.1741057159729 49.0609003806735, 20.1739586334207 49.0610070161592, 20.1742831730598 49.0612003278809, 20.1744302554985 49.0610936919845, 20.1741057159729 49.0609003806735))",L1 2x2 Detached10 (BuildingInfo),2,4,Residential,ResidentialLow
18806,"POINT (20.1720404006465 49.0609301029933)","POLYGON ((20.1723245850753 49.0608491675613, 20.1719172409781 49.060743350487, 20.1717562153019 49.0610110377193, 20.1721635612285 49.0611168555044, 20.1723245850753 49.0608491675613))",L1 4x3 Detached05 (BuildingInfo),4,4,Residential,ResidentialLow
18888,"POINT (20.1745416574031 49.0597394468555)","POLYGON ((20.1747408964496 49.05983297944, 20.1747750619859 49.0596908196464, 20.1743424191065 49.0596459139297, 20.1743082523701 49.0597880735898, 20.1747408964496 49.05983297944))",L1 2x3 Shop11 (BuildingInfo),2,4,Commercial,CommercialLow
19026,"POINT (20.1683608139652 49.0604874605598)","POLYGON ((20.1686687437058 49.0604656020807, 20.1683275525972 49.0602851014066, 20.1680528839647 49.0605093182157, 20.1683940755931 49.0606898196977, 20.1686687437058 49.0604656020807))",L1 4x3 Detached12 (BuildingInfo),4,4,Residential,ResidentialLow
19028,"POINT (20.1686595965775 49.0606454328057)","POLYGON ((20.1689248338536 49.0606008955655, 20.1686688016888 49.0604656321471, 20.1683943588345 49.0606899694334, 20.1686503913917 49.0608252334576, 20.1689248338536 49.0606008955655))",L1 3x3 Detached02 (BuildingInfo),3,4,Residential,ResidentialLow
19199,"POINT (20.1741780774926 49.0563777063505)","POLYGON ((20.1743945410856 49.056523269088, 20.1743995621361 49.0562354439229, 20.1739616151636 49.0562321432103, 20.1739565915851 49.0565199683427, 20.1743945410856 49.056523269088))",L1 4x4 Detached06a (BuildingInfo),4,4,Residential,ResidentialLow
19177,"POINT (20.1710065344141 49.0593422376005)","POLYGON ((20.1709291071975 49.0593424682009, 20.1710068861773 49.059393121254, 20.1710839616306 49.0593420069482, 20.171006182651 49.0592913539466, 20.1709291071975 49.0593424682009))",L1 1x1 Detached (BuildingInfo),1,1,Residential,ResidentialLow
18954,"POINT (20.1702954077869 49.0595928529016)","POLYGON ((20.1701152381047 49.059645868807, 20.1704391709888 49.0596817562382, 20.1704755770887 49.0595398367124, 20.1701516450981 49.0595039493874, 20.1701152381047 49.059645868807))",L1 3x2 Detached04 (BuildingInfo),3,2,Residential,ResidentialLow
18830,"POINT (20.1744588464735 49.0595200592961)","POLYGON ((20.1745817651428 49.0594581597009, 20.1743646553011 49.0594392803047, 20.1743359274996 49.059581958758, 20.1745530379506 49.0596008382111, 20.1745817651428 49.0594581597009))",L1 2x2 Detached01 (BuildingInfo),2,2,Residential,ResidentialLow
19561,"POINT (20.1990827832506 49.0596799397839)","POLYGON ((20.1989594994119 49.0597415257712, 20.1991764971895 49.05976095821, 20.1992060667852 49.0596183536627, 20.1989890696156 49.0595989212822, 20.1989594994119 49.0597415257712))",L2 2x2 Detached01 (BuildingInfo),2,2,Residential,ResidentialLow
18956,"POINT (20.1696463433175 49.0600265335811)","POLYGON ((20.169496720556 49.0601433003824, 20.1698240274894 49.0601248604906, 20.169795965377 49.0599097665798, 20.1694686598477 49.0599282064002, 20.169496720556 49.0601433003824))",L1 3x3 Detached14 (BuildingInfo),3,3,Residential,ResidentialLow
19045,"POINT (20.1788416917924 49.0603372917534)","POLYGON ((20.1789430794557 49.0605044013466, 20.1791141991487 49.0603201195368, 20.1787403048031 49.06017018207, 20.1785691842561 49.0603544633256, 20.1789430794557 49.0605044013466))",L1 3x4 Detached04a (BuildingInfo),3,4,Residential,ResidentialLow
19039,"POINT (20.1763467139127 49.0615742711338)","POLYGON ((20.1763302431327 49.0614730801732, 20.1761927282278 49.0615850949972, 20.1763631847569 49.0616754620907, 20.1765006995331 49.0615634470646, 20.1763302431327 49.0614730801732))",L1 2x2 Detached10 (BuildingInfo),2,2,Residential,ResidentialLow
19021,"POINT (20.1784575461343 49.0600924002966)","POLYGON ((20.1786687294151 49.0599779254339, 20.1783494511249 49.0599271166943, 20.178246361885 49.0602068747653, 20.1785656418552 49.0602576837967, 20.1786687294151 49.0599779254339))",L1 3x4 detached04 (BuildingInfo),3,4,Residential,ResidentialLow
18988,"POINT (20.17563482849 49.0601139146026)","POLYGON ((20.1757680503851 49.0602710777348, 20.1759017175925 49.0600738737086, 20.1755016074307 49.0599567513168, 20.1753679389659 49.0601539548767, 20.1757680503851 49.0602710777348))",L1 3x4 detached04 (BuildingInfo),3,4,Residential,ResidentialLow
19029,"POINT (20.1728839932412 49.0607054038339)","POLYGON ((20.1727176906915 49.0606355027923, 20.1728497688837 49.0608331688469, 20.1730502962568 49.0607753047749, 20.1729182174214 49.0605776386699, 20.1727176906915 49.0606355027923))",L1 3x2 Detached04 (BuildingInfo),3,2,Residential,ResidentialLow
19032,"POINT (20.1715288331454 49.0604103117412)","POLYGON ((20.1713867416685 49.0604507785034, 20.1715904108935 49.0605036883486, 20.1716709243934 49.0603698448025, 20.1714672556263 49.0603169351007, 20.1713867416685 49.0604507785034))",L1 2x2 Detached06 (BuildingInfo),2,2,Residential,ResidentialLow
18938,"POINT (20.1726347889652 49.0644750626187)","POLYGON ((20.1727264265773 49.0643055372564, 20.1724127792848 49.0643697879941, 20.1725431507232 49.0646445878999, 20.1728567995862 49.0645803368194, 20.1727264265773 49.0643055372564))",L2 3x4 Semi-detachedhouse02a (BuildingInfo),3,4,Residential,ResidentialLow
19108,"POINT (20.1804777930115 49.0598133464119)","POLYGON ((20.1803051182288 49.0599529459432, 20.1806333742319 49.059961371365, 20.1806504668253 49.0596737466136, 20.1803222127124 49.0596653212501, 20.1803051182288 49.0599529459432))",L1 3x3 Detached02 (BuildingInfo),3,4,Residential,ResidentialLow
18010,"POINT (20.1402853683796 49.0659822134942)","POLYGON ((20.1399543608854 49.0661236778161, 20.1406114101588 49.0661285722103, 20.1406163740015 49.0658407482088, 20.1399593285221 49.065835853864, 20.1399543608854 49.0661236778161))",Fire Station (BuildingInfo),6,4,FireDepartment,None
19101,"POINT (20.1704224801935 49.0612302815405)","POLYGON ((20.1705905172709 49.0611621925806, 20.1703914666229 49.0611021630636, 20.1702544426589 49.0612983702525, 20.1704534939196 49.0613584000072, 20.1705905172709 49.0611621925806))",L1 2x2 Detached04 (BuildingInfo),2,3,Residential,ResidentialLow
18887,"POINT (20.1737743972074 49.0639242493479)","POLYGON ((20.1735687362803 49.0638055003018, 20.1735433272451 49.0640207363584, 20.1739800591157 49.0640429980304, 20.1740054662784 49.0638277618684, 20.1735687362803 49.0638055003018))",L1 3x4 Detached07a (BuildingInfo),3,4,Residential,ResidentialLow
18969,"POINT (20.1696033822273 49.0597926731907)","POLYGON ((20.1696932759012 49.0597380554826, 20.169590828233 49.059712642376, 20.1695134883566 49.0598472908273, 20.1696159362603 49.0598727040031, 20.1696932759012 49.0597380554826))",L1 1x1 Detached (BuildingInfo),1,2,Residential,ResidentialLow
19097,"POINT (20.1786726051468 49.0616891601974)","POLYGON ((20.1786516884839 49.0618922318096, 20.1789816280481 49.0617029049471, 20.178693521629 49.0614860885734, 20.1783635824262 49.0616754146212, 20.1786516884839 49.0618922318096))",L1 4x3 detached04 (BuildingInfo),4,4,Residential,ResidentialLow
18873,"POINT (20.1755266018994 49.059433031618)","POLYGON ((20.1756685396364 49.059392336573, 20.1754646780731 49.0593397542849, 20.1753846639323 49.0594737264869, 20.1755885259556 49.0595263089177, 20.1756685396364 49.059392336573))",L1 2x2 Detached04 (BuildingInfo),2,2,Residential,ResidentialLow
18807,"POINT (20.174058883778 49.0629389469922)","POLYGON ((20.1738154598409 49.062956398681, 20.1739340755121 49.0630773863422, 20.1743023075508 49.0629214947976, 20.1741836913472 49.0628005075088, 20.1738154598409 49.062956398681))",H1 2x2 Tenement05 (BuildingInfo),2,4,Residential,ResidentialHigh
18875,"POINT (20.1733324604006 49.060203336276)","POLYGON ((20.1735775522708 49.0600788976694, 20.1731431037871 49.0600422706963, 20.1730873673092 49.0603277743527, 20.1735218182353 49.0603644015471, 20.1735775522708 49.0600788976694))",L1 4x4 Detached11 (BuildingInfo),4,4,Residential,ResidentialLow
19002,"POINT (20.1724839729067 49.0633867722168)","POLYGON ((20.1723425638057 49.0635678588095, 20.1727595504306 49.0634796944379, 20.1726253809736 49.0632056854568, 20.1722083964162 49.0632938493589, 20.1723425638057 49.0635678588095))",L1 4x3 detached04 (BuildingInfo),4,4,Residential,ResidentialLow
19106,"POINT (20.1712741851297 49.0598818094467)","POLYGON ((20.1713351653646 49.0598504525822, 20.1712264703271 49.0598417355452, 20.1712132048182 49.0599131662784, 20.1713219000088 49.0599218833286, 20.1713351653646 49.0598504525822))",L1 1x1 Detached (BuildingInfo),1,1,Residential,ResidentialLow
18872,"POINT (20.1753719563131 49.061315220036)","POLYGON ((20.1755264966764 49.0613217873415, 20.1753819499086 49.0612136638913, 20.175217415993 49.0613086525238, 20.1753619626742 49.0614167761778, 20.1755264966764 49.0613217873415))",L1 2x2 Shop03 (BuildingInfo),2,2,Commercial,CommercialLow
19615,"POINT (20.1992866274118 49.0594811807857)","POLYGON ((20.1994209386596 49.0596379424704, 20.1994780187489 49.0593525525914, 20.1991523170048 49.0593244189449, 20.1990952350868 49.0596098086546, 20.1994209386596 49.0596379424704))",L2 4x3 Detached02a (BuildingInfo),4,3,Residential,ResidentialLow
18913,"POINT (20.1777954483216 49.0626701523891)","POLYGON ((20.1778059090204 49.0625686166547, 20.1776409344517 49.0626632785528, 20.1777849875776 49.0627716881207, 20.1779499622367 49.0626770260189, 20.1778059090204 49.0625686166547))",L1 2x2 Detached03 (BuildingInfo),2,2,Residential,ResidentialLow
19218,"POINT (20.1741550699742 49.0572553640096)","POLYGON ((20.1743664903573 49.0573365182549, 20.1743807106746 49.0571929003015, 20.1739436502827 49.0571742093797, 20.1739294287128 49.0573178272729, 20.1743664903573 49.0573365182549))",L1 2x2 Detached04 (BuildingInfo),2,4,Residential,ResidentialLow
19031,"POINT (20.1725471717887 49.0597018232582)","POLYGON ((20.1723020792394 49.0598262596806, 20.1727365251845 49.0598628898076, 20.1727922631168 49.0595773863059, 20.1723578196141 49.0595407564001, 20.1723020792394 49.0598262596806))",L1 4x4 Detached06a (BuildingInfo),4,4,Residential,ResidentialLow
19139,"POINT (20.173935831238 49.0612594448302)","POLYGON ((20.1737591378581 49.0611480472254, 20.1736942012206 49.0612854973412, 20.1741125254081 49.0613708421666, 20.174177461009 49.0612333918119, 20.1737591378581 49.0611480472254))",L1 2x2 Detached06 (BuildingInfo),2,4,Residential,ResidentialLow
19013,"POINT (20.1769545015035 49.0619853494507)","POLYGON ((20.1769571482628 49.0620871027845, 20.1771093442276 49.0619836098542, 20.1769518547514 49.0618835961838, 20.1767996587701 49.061987088908, 20.1769571482628 49.0620871027845))",L1 2x2 Detached04 (BuildingInfo),2,2,Residential,ResidentialLow
19056,"POINT (20.1664382446236 49.0697495049186)","POLYGON ((20.1663275237182 49.0698206703373, 20.1665465578644 49.0698222522609, 20.1665489652127 49.069678339391, 20.1663299316991 49.0696767574754, 20.1663275237182 49.0698206703373))",Water Tower (BuildingInfo),2,2,Water,None
19642,"POINT (20.1988229052814 49.0558005571443)","POLYGON ((20.1990064370871 49.0559645022896, 20.1990723572119 49.0556799364215, 20.1986393746799 49.0556366117089, 20.1985734521466 49.0559211773192, 20.1990064370871 49.0559645022896))",L1 4x3 Shop02a (BuildingInfo),4,4,Commercial,CommercialLow
19102,"POINT (20.1782928994702 49.0596219533967)","POLYGON ((20.1780817168533 49.0597364275822, 20.1784009936422 49.059787237056, 20.1785040811186 49.0595074788174, 20.1781848060096 49.0594566696353, 20.1780817168533 49.0597364275822))",L1 3x3 Detached02 (BuildingInfo),3,4,Residential,ResidentialLow
18949,"POINT (20.1701508302931 49.0611879454697)","POLYGON ((20.1703914666251 49.0611021629263, 20.170092893227 49.06101211816, 20.1699101931371 49.0612737275055, 20.1702087677605 49.0613637727471, 20.1703914666251 49.0611021629263))",L1 3x3 Detached02 (BuildingInfo),3,4,Residential,ResidentialLow
18991,"POINT (20.1774623756355 49.0621577629765)","POLYGON ((20.1774190304909 49.0619801297693, 20.177190737278 49.0621353698083, 20.1775057210814 49.0623353961638, 20.1777340142449 49.0621801555066, 20.1774190304909 49.0619801297693))",L1 3x3 Detached 1a (BuildingInfo),3,4,Residential,ResidentialLow
18932,"POINT (20.1736804218856 49.0591233416875)","POLYGON ((20.1734950792428 49.0592153567785, 20.1738204378951 49.0592451444242, 20.1738657638456 49.0590313262936, 20.1735404065588 49.059001538782, 20.1734950792428 49.0592153567785))",L1 3x3 Detached 1a (BuildingInfo),3,3,Residential,ResidentialLow
19080,"POINT (20.1693636664351 49.0597879245137)","POLYGON ((20.1694924566265 49.0596896068025, 20.1692751011462 49.0596719838214, 20.1692348757351 49.0598862420768, 20.1694522321336 49.0599038651379, 20.1694924566265 49.0596896068025))",L1 2x3 Detached03 (BuildingInfo),2,3,Residential,ResidentialLow
19051,"POINT (20.1792599374321 49.0607157658375)","POLYGON ((20.1791870682123 49.0605179428507, 20.1789589077789 49.0607636520041, 20.1793328072211 49.0609135887747, 20.1795609665159 49.0606678788822, 20.1791870682123 49.0605179428507))",L1 4x3 detached04 (BuildingInfo),4,4,Residential,ResidentialLow
19880,"POINT (20.1965049764781 49.0583377792933)","POLYGON ((20.1966401352811 49.0582036070294, 20.1964227430637 49.058186216114, 20.196369816945 49.058471951392, 20.1965872103877 49.0584893424126, 20.1966401352811 49.0582036070294))",L1 2x2 Shop02 (BuildingInfo),2,4,Commercial,CommercialLow
18848,"POINT (20.1752162475439 49.0597001843161)","POLYGON ((20.1750255492882 49.0595711125781, 20.1749743021085 49.059784352385, 20.175406946787 49.0598292557414, 20.1754581921666 49.0596160157343, 20.1750255492882 49.0595711125781))",L1 3x4 detached04 (BuildingInfo),3,4,Residential,ResidentialLow
19581,"POINT (20.1987883354719 49.0591824908699)","POLYGON ((20.1986016878377 49.0590200666834, 20.1985411792626 49.0593051512302, 20.1989749843197 49.0593449147564, 20.1990354904673 49.0590598299713, 20.1986016878377 49.0590200666834))",L1 4x3 Detached12 (BuildingInfo),4,4,Residential,ResidentialLow
18962,"POINT (20.1714253175472 49.0589151401993)","POLYGON ((20.1711853684958 49.0590017370871, 20.1716190046387 49.0590422743208, 20.1716652657691 49.0588285428068, 20.1712316314437 49.0587880057553, 20.1711853684958 49.0590017370871))",L1 4x3 Detached05 (BuildingInfo),4,3,Residential,ResidentialLow
19621,"POINT (20.1986407481087 49.0566010205576)","POLYGON ((20.1988362670672 49.0567269318684, 20.1988794145067 49.0565129192307, 20.1984452301381 49.056475108918, 20.1984020808712 49.0566891213852, 20.1988362670672 49.0567269318684))",L1 3x2 Shop01 (BuildingInfo),3,4,Commercial,CommercialLow
19072,"POINT (20.1700722015632 49.0587471785914)","POLYGON ((20.169873142328 49.058870675888, 20.1701968698887 49.0589073427383, 20.1702712598125 49.0586236809436, 20.1699475340342 49.0585870143098, 20.169873142328 49.058870675888))",L1 3x3 Detached02 (BuildingInfo),3,4,Residential,ResidentialLow
19138,"POINT (20.1801495375926 49.0598049208242)","POLYGON ((20.1799768619261 49.0599445198598, 20.1803051178066 49.0599529462148, 20.1803222122902 49.0596653215216, 20.1799939582999 49.0596568952251, 20.1799768619261 49.0599445198598))",L1 3x2 Detached04 (BuildingInfo),3,4,Residential,ResidentialLow
20154,"POINT (20.1740424555237 49.061107976015)","POLYGON ((20.1739545644308 49.0610099457344, 20.1738826373448 49.0610642064236, 20.1741303469607 49.0612060062289, 20.1742022739856 49.0611517453864, 20.1739545644308 49.0610099457344))",L1_1x1_detached_13 (BuildingInfo),1,3,Residential,ResidentialLow
19070,"POINT (20.1680059959467 49.0595337375714)","POLYGON ((20.1679622881404 49.0594917354785, 20.1679420820025 49.0595624602427, 20.1680497038264 49.0595757396479, 20.1680699098175 49.0595050148643, 20.1679622881404 49.0594917354785))",L1_1x1_detached_13 (BuildingInfo),1,1,Residential,ResidentialLow
18952,"POINT (20.1708727351399 49.0609305967168)","POLYGON ((20.1705823387172 49.0610013728836, 20.1709804368206 49.0611214308941, 20.1711631307457 49.060859819814, 20.170765034276 49.0607397624372, 20.1705823387172 49.0610013728836))",L1 4x4 Detached11 (BuildingInfo),4,4,Residential,ResidentialLow
19600,"POINT (20.1992487777375 49.0563527021808)","POLYGON ((20.1991570101543 49.0562707301084, 20.1991240508539 49.0564130130641, 20.1993405456218 49.0564346741806, 20.19937350432 49.0562923911605, 20.1991570101543 49.0562707301084))",L1 2x2 Shop03 (BuildingInfo),2,2,Commercial,CommercialLow
19111,"POINT (20.1794310566948 49.0605314835622)","POLYGON ((20.1793011475819 49.0603950880964, 20.1791870682123 49.0605179428507, 20.1795609665159 49.0606678788822, 20.1796750453162 49.0605450237585, 20.1793011475819 49.0603950880964))",L1 2x3 Detached03 (BuildingInfo),2,4,Residential,ResidentialLow
19099,"POINT (20.1752836184703 49.0608606257712)","POLYGON ((20.1752065158364 49.0608559452251, 20.1752764954138 49.0609112941431, 20.1753607211192 49.0608653062659, 20.1752907415116 49.0608099573983, 20.1752065158364 49.0608559452251))",L1_1x1_detached_13 (BuildingInfo),1,1,Residential,ResidentialLow
18796,"POINT (20.175307128663 49.0631820533736)","POLYGON ((20.1752553220037 49.063339320403, 20.175467506259 49.0633036482573, 20.1753589349894 49.0630247863236, 20.1751467518486 49.0630604582773, 20.1752553220037 49.063339320403))",H1 2x2 Tenement05 (BuildingInfo),2,4,Residential,ResidentialHigh
20024,"POINT (20.166514251308 49.0705054334098)","POLYGON ((20.1664035288168 49.0705765988836, 20.1666225662902 49.0705781806809, 20.166624973483 49.0704342678272, 20.1664059366422 49.0704326860379, 20.1664035288168 49.0705765988836))",Water Tower (BuildingInfo),2,2,Water,None
18837,"POINT (20.1728153797651 49.0633136259534)","POLYGON ((20.1728554923913 49.0634596167749, 20.1729553226591 49.0634300373298, 20.1727752673685 49.0631676351242, 20.1726754375234 49.0631972144171, 20.1728554923913 49.0634596167749))",L1 1x1 Detached (BuildingInfo),1,4,Residential,ResidentialLow
18866,"POINT (20.1772402240465 49.0630010795061)","POLYGON ((20.1772714741471 49.0628223530173, 20.17698787132 49.0629313217038, 20.1772089737138 49.0631798059798, 20.177492577485 49.0630708367597, 20.1772714741471 49.0628223530173))",H1 3x2 Tenement01 (BuildingInfo),3,4,Residential,ResidentialHigh
18817,"POINT (20.1747529173369 49.0618012967802)","POLYGON ((20.1747134344329 49.0616232752686, 20.1744817946645 49.0617763584669, 20.1747924005141 49.0619793183429, 20.1750240402885 49.0618262344579, 20.1747134344329 49.0616232752686))",L1 3x2 Shop05 (BuildingInfo),3,4,Commercial,CommercialLow
19598,"POINT (20.199030460037 49.0585578665906)","POLYGON ((20.1991695206358 49.0584254271051, 20.1989526769797 49.0584052918254, 20.1988913987015 49.0586903056271, 20.19910824357 49.0587104410273, 20.1991695206358 49.0584254271051))",L2 2x3 Detached03 (BuildingInfo),2,4,Residential,ResidentialLow
18819,"POINT (20.1720687989184 49.0605892727005)","POLYGON ((20.1719977531676 49.0606095064353, 20.1720995883844 49.0606359605917, 20.172139844612 49.0605690389216, 20.1720380095095 49.060542584801, 20.1719977531676 49.0606095064353))",L1_1x1_detached_13 (BuildingInfo),1,1,Residential,ResidentialLow
19062,"POINT (20.1780331142969 49.0617222362552)","POLYGON ((20.1780046314717 49.0615195622332, 20.1777246972633 49.0617409530329, 20.1780615973435 49.0619249102643, 20.1783415311089 49.0617035186521, 20.1780046314717 49.0615195622332))",L1 4x3 detached04 (BuildingInfo),4,4,Residential,ResidentialLow
18943,"POINT (20.169150545082 49.0597367037578)","POLYGON ((20.1690492069542 49.0596915611383, 20.1690347870095 49.0597628954682, 20.169251883394 49.059781846289, 20.1692663030341 49.0597105119306, 20.1690492069542 49.0596915611383))",L1 1x1 Detached (BuildingInfo),1,2,Residential,ResidentialLow
20031,"POINT (20.1666421988698 49.0713546931919)","POLYGON ((20.1665932886664 49.0713941461677, 20.1667022495509 49.0713868278283, 20.1666911089956 49.0713152401948, 20.1665821482663 49.0713225585245, 20.1665932886664 49.0713941461677))",Water Pipe Junction (BuildingInfo),1,1,Water,None
18791,"POINT (20.1735972719511 49.0609933741751)","POLYGON ((20.1735254493985 49.0610123885112, 20.1736262065032 49.0610405721652, 20.1736690944494 49.0609743597939, 20.1735683374534 49.0609461761776, 20.1735254493985 49.0610123885112))",L1_1x1_detached_13 (BuildingInfo),1,1,Residential,ResidentialLow
19063,"POINT (20.1790025428628 49.0614998331206)","POLYGON ((20.1789816276327 49.0617029048068, 20.1793115646928 49.0615135769814, 20.1790234579123 49.0612967614225, 20.1786935216312 49.0614860884362, 20.1789816276327 49.0617029048068))",L1 4x4 Detached02 (BuildingInfo),4,4,Residential,ResidentialLow
