Id, Rail Type, Bridge, Geometry
375062089,light_rail,,"LINESTRING (20.18547248840332 49.1223258972168, 20.184864044189453 49.122043609619141, 20.184494018554688 49.121921539306641, 20.184255599975586 49.121856689453125, 20.184137344360352 49.121822357177734, 20.183774948120117 49.12176513671875)"
375062090,light_rail,,"LINESTRING (20.270957946777344 49.100048065185547, 20.270866394042969 49.100376129150391, 20.270776748657227 49.100677490234375, 20.270587921142578 49.100929260253906, 20.270196914672852 49.101264953613281, 20.269868850708008 49.101436614990234)"
375062091,light_rail,,"LINESTRING (20.217496871948242 49.137184143066406, 20.216976165771484 49.13702392578125, 20.216762542724609 49.136966705322266, 20.216493606567383 49.136924743652344, 20.216075897216797 49.136875152587891, 20.215320587158203 49.136791229248047)"
375062092,light_rail,,"LINESTRING (20.224760055541992 49.139755249023438, 20.224346160888672 49.139518737792969, 20.224201202392578 49.139446258544922, 20.224098205566406 49.139396667480469, 20.223894119262695 49.139331817626953, 20.222761154174805 49.139091491699219)"
375062093,light_rail,,"LINESTRING (20.06544303894043 49.119064331054688, 20.065195083618164 49.118991851806641, 20.065025329589844 49.118946075439453, 20.0648136138916 49.1188850402832, 20.064601898193359 49.118797302246094, 20.064189910888672 49.118606567382812, 20.063819885253906 49.118442535400391, 20.063640594482422 49.118358612060547)"
375062094,light_rail,,"LINESTRING (20.092731475830078 49.115234375, 20.092329025268555 49.115386962890625, 20.091974258422852 49.115547180175781, 20.091697692871094 49.115688323974609, 20.091190338134766 49.115928649902344, 20.090808868408203 49.116054534912109)"
375062098,light_rail,,"LINESTRING (20.267026901245117 49.108234405517578, 20.267139434814453 49.108470916748047, 20.267240524291992 49.108657836914062, 20.267267227172852 49.108894348144531, 20.267229080200195 49.109149932861328, 20.267086029052734 49.1093635559082)"
375062102,light_rail,,"LINESTRING (20.275690078735352 49.085643768310547, 20.276309967041016 49.086673736572266, 20.276626586914062 49.087184906005859, 20.277032852172852 49.087787628173828, 20.277318954467773 49.088142395019531, 20.278390884399414 49.089427947998047)"
375062104,light_rail,,"LINESTRING (20.198266983032227 49.128955841064453, 20.198032379150391 49.128498077392578, 20.19780158996582 49.128047943115234, 20.197605133056641 49.127670288085938, 20.197305679321289 49.127178192138672, 20.196773529052734 49.126316070556641)"
375062105,light_rail,,"LINESTRING (20.099575042724609 49.118141174316406, 20.099231719970703 49.118148803710938, 20.098884582519531 49.118099212646484, 20.098657608032227 49.117996215820312, 20.09832763671875 49.1177978515625, 20.098014831542969 49.1175651550293, 20.09779167175293 49.117446899414062)"
375062106,light_rail,,"LINESTRING (20.199766159057617 49.130779266357422, 20.199642181396484 49.130622863769531, 20.199544906616211 49.130390167236328, 20.199409484863281 49.130069732666016, 20.199316024780273 49.129955291748047, 20.199220657348633 49.129886627197266, 20.19873046875 49.129539489746094)"
375062107,light_rail,,"LINESTRING (20.127599716186523 49.119342803955078, 20.127523422241211 49.118980407714844, 20.127355575561523 49.11871337890625, 20.127182006835938 49.118572235107422, 20.126863479614258 49.118431091308594, 20.126613616943359 49.118366241455078, 20.124828338623047 49.118228912353516)"
375062108,light_rail,,"LINESTRING (20.24415397644043 49.126602172851562, 20.24390983581543 49.126747131347656, 20.243770599365234 49.126865386962891, 20.24366569519043 49.127071380615234, 20.243587493896484 49.127246856689453, 20.243507385253906 49.127376556396484, 20.24336051940918 49.127498626708984)"
375062109,light_rail,,"LINESTRING (20.247909545898438 49.124362945556641, 20.247768402099609 49.124534606933594, 20.247659683227539 49.124649047851562, 20.247524261474609 49.124717712402344, 20.247354507446289 49.124786376953125, 20.246843338012695 49.124961853027344, 20.246414184570312 49.125106811523438)"
375062110,light_rail,,"LINESTRING (20.165616989135742 49.116886138916016, 20.164451599121094 49.116779327392578, 20.16322135925293 49.116664886474609, 20.161081314086914 49.116477966308594, 20.16059684753418 49.116458892822266, 20.160263061523438 49.116477966308594, 20.159801483154297 49.116519927978516)"
375062111,light_rail,,"LINESTRING (20.24336051940918 49.127498626708984, 20.241737365722656 49.128711700439453, 20.240877151489258 49.129364013671875, 20.240549087524414 49.129619598388672, 20.240261077880859 49.129875183105469, 20.239980697631836 49.130180358886719, 20.239639282226562 49.130546569824219, 20.239524841308594 49.130691528320312)"
375062112,light_rail,,"LINESTRING (20.103860855102539 49.116775512695312, 20.103693008422852 49.1166877746582, 20.103506088256836 49.11663818359375, 20.103351593017578 49.116619110107422, 20.103199005126953 49.116622924804688, 20.103008270263672 49.116661071777344, 20.10283088684082 49.116733551025391, 20.102518081665039 49.116970062255859)"
375062113,light_rail,,"LINESTRING (20.094278335571289 49.115409851074219, 20.094131469726562 49.115276336669922, 20.093906402587891 49.115146636962891, 20.093690872192383 49.115085601806641, 20.093473434448242 49.115070343017578, 20.093219757080078 49.115085601806641, 20.092998504638672 49.115142822265625, 20.092731475830078 49.115234375)"
375062114,light_rail,,"LINESTRING (20.102518081665039 49.116970062255859, 20.102024078369141 49.117416381835938, 20.101734161376953 49.117622375488281, 20.101402282714844 49.117813110351562, 20.10106086730957 49.117938995361328, 20.100725173950195 49.118034362792969, 20.100412368774414 49.118080139160156, 20.099575042724609 49.118141174316406)"
375062115,light_rail,,"LINESTRING (20.0841007232666 49.117527008056641, 20.083847045898438 49.1175537109375, 20.083597183227539 49.117557525634766, 20.083290100097656 49.117523193359375, 20.082431793212891 49.117393493652344, 20.082103729248047 49.117359161376953, 20.0817928314209 49.11737060546875, 20.081489562988281 49.117424011230469)"
375062116,light_rail,,"LINESTRING (20.16667366027832 49.117408752441406, 20.166528701782227 49.11724853515625, 20.166397094726562 49.11712646484375, 20.166234970092773 49.117038726806641, 20.166046142578125 49.116962432861328, 20.16590690612793 49.1169319152832, 20.165857315063477 49.116920471191406, 20.165616989135742 49.116886138916016)"
375062117,light_rail,,"LINESTRING (20.078155517578125 49.119190216064453, 20.07769775390625 49.120746612548828, 20.077476501464844 49.121536254882812, 20.077093124389648 49.122470855712891, 20.076858520507812 49.123008728027344, 20.07649040222168 49.12359619140625, 20.076318740844727 49.123794555664062, 20.075719833374023 49.124382019042969, 20.075386047363281 49.12469482421875)"
375062118,light_rail,,"LINESTRING (20.128917694091797 49.119449615478516, 20.12877082824707 49.119583129882812, 20.128644943237305 49.119651794433594, 20.128583908081055 49.119670867919922, 20.128366470336914 49.119709014892578, 20.128152847290039 49.119701385498047, 20.127962112426758 49.119659423828125)"
375062120,light_rail,,"LINESTRING (20.0750675201416 49.126655578613281, 20.075040817260742 49.126823425292969, 20.074987411499023 49.126953125, 20.074817657470703 49.1270866394043, 20.074619293212891 49.127151489257812, 20.074350357055664 49.127220153808594, 20.074115753173828 49.127223968505859, 20.0738468170166 49.127162933349609, 20.073623657226562 49.126998901367188)"
375062123,light_rail,,"LINESTRING (20.278390884399414 49.089427947998047, 20.278541564941406 49.089653015136719, 20.278606414794922 49.089839935302734, 20.278675079345703 49.090095520019531, 20.27850341796875 49.090408325195312, 20.278268814086914 49.09063720703125, 20.278051376342773 49.090785980224609, 20.277433395385742 49.0911979675293, 20.277164459228516 49.091377258300781, 20.276544570922852 49.091766357421875)"
375062124,light_rail,,"LINESTRING (20.176229476928711 49.120540618896484, 20.175992965698242 49.12054443359375, 20.175804138183594 49.120567321777344, 20.175624847412109 49.120609283447266, 20.17546272277832 49.120677947998047, 20.175365447998047 49.120746612548828, 20.175251007080078 49.120845794677734, 20.175182342529297 49.120948791503906, 20.175039291381836 49.121219635009766)"
375062125,light_rail,,"LINESTRING (20.081489562988281 49.117424011230469, 20.080976486206055 49.117557525634766, 20.07982063293457 49.117832183837891, 20.079555511474609 49.117935180664062, 20.079208374023438 49.118091583251953, 20.078927993774414 49.118278503417969, 20.078706741333008 49.118488311767578, 20.078325271606445 49.118915557861328, 20.078155517578125 49.119190216064453)"
375062128,light_rail,,"LINESTRING (20.237308502197266 49.140537261962891, 20.237604141235352 49.140842437744141, 20.237955093383789 49.141208648681641, 20.238044738769531 49.141281127929688, 20.238237380981445 49.141437530517578, 20.238618850708008 49.141689300537109, 20.238851547241211 49.141838073730469, 20.238937377929688 49.141883850097656, 20.239171981811523 49.142009735107422, 20.239580154418945 49.142192840576172, 20.240005493164062 49.142333984375, 20.240283966064453 49.142398834228516, 20.240524291992188 49.142452239990234)"
375062134,light_rail,,"LINESTRING (20.2247314453125 49.139789581298828, 20.224853515625 49.139858245849609, 20.224983215332031 49.139934539794922, 20.22509765625 49.139987945556641, 20.225296020507812 49.140045166015625, 20.225515365600586 49.14007568359375, 20.225698471069336 49.140083312988281, 20.225837707519531 49.14007568359375, 20.226007461547852 49.140037536621094, 20.226097106933594 49.140018463134766, 20.2261905670166 49.139987945556641, 20.226274490356445 49.139957427978516, 20.226329803466797 49.139938354492188, 20.226526260375977 49.139816284179688, 20.226669311523438 49.139671325683594, 20.226739883422852 49.139560699462891, 20.226896286010742 49.139286041259766, 20.226955413818359 49.139205932617188, 20.227060317993164 49.139060974121094, 20.227218627929688 49.1389045715332, 20.227455139160156 49.13873291015625, 20.227529525756836 49.138702392578125, 20.227758407592773 49.138607025146484)"
375062143,light_rail,,"LINESTRING (20.242977142333984 49.1437873840332, 20.243261337280273 49.143886566162109, 20.243448257446289 49.143955230712891, 20.243722915649414 49.144092559814453, 20.243997573852539 49.144237518310547, 20.244335174560547 49.144355773925781, 20.244602203369141 49.144432067871094, 20.24500846862793 49.144515991210938, 20.245323181152344 49.144573211669922, 20.2455997467041 49.144645690917969, 20.246133804321289 49.144798278808594, 20.2467098236084 49.14495849609375, 20.247169494628906 49.145088195800781, 20.247394561767578 49.145164489746094, 20.247583389282227 49.145263671875, 20.247760772705078 49.145362854003906, 20.248054504394531 49.145576477050781, 20.248239517211914 49.145736694335938, 20.248659133911133 49.146026611328125, 20.249063491821289 49.146255493164062, 20.249382019042969 49.146411895751953, 20.249910354614258 49.146633148193359, 20.250432968139648 49.146846771240234, 20.250694274902344 49.146999359130859, 20.25092887878418 49.147159576416016, 20.251062393188477 49.147266387939453, 20.251228332519531 49.147445678710938, 20.251495361328125 49.147735595703125, 20.251659393310547 49.14788818359375, 20.252002716064453 49.148128509521484, 20.252204895019531 49.148273468017578, 20.252388000488281 49.148403167724609)"
375062145,light_rail,,"LINESTRING (20.227758407592773 49.138607025146484, 20.2281436920166 49.138496398925781, 20.228626251220703 49.138355255126953, 20.228939056396484 49.138275146484375, 20.22905158996582 49.13824462890625, 20.22938346862793 49.138206481933594, 20.229696273803711 49.138191223144531, 20.229999542236328 49.13818359375, 20.230335235595703 49.138202667236328, 20.230571746826172 49.138233184814453, 20.230871200561523 49.1382942199707, 20.231166839599609 49.138374328613281, 20.231487274169922 49.138496398925781, 20.231748580932617 49.138614654541016, 20.232179641723633 49.138847351074219, 20.232336044311523 49.138942718505859, 20.232410430908203 49.138984680175781, 20.232593536376953 49.139083862304688, 20.232873916625977 49.139209747314453, 20.233152389526367 49.139324188232422, 20.233421325683594 49.1394157409668, 20.233541488647461 49.139453887939453, 20.233692169189453 49.139492034912109, 20.233980178833008 49.139556884765625, 20.234312057495117 49.139617919921875, 20.234714508056641 49.139678955078125, 20.235433578491211 49.139766693115234, 20.235733032226562 49.139801025390625, 20.236108779907227 49.1398811340332, 20.236421585083008 49.139972686767578, 20.236692428588867 49.140083312988281, 20.236946105957031 49.140232086181641, 20.237136840820312 49.140365600585938, 20.237308502197266 49.140537261962891)"
375062146,light_rail,,"LINESTRING (20.240524291992188 49.142452239990234, 20.240852355957031 49.142536163330078, 20.241191864013672 49.142612457275391, 20.241237640380859 49.142631530761719, 20.241445541381836 49.142719268798828, 20.241641998291016 49.142856597900391, 20.241781234741211 49.142959594726562)"
375062147,light_rail,,"LINESTRING (20.241781234741211 49.142959594726562, 20.241981506347656 49.143192291259766, 20.2420711517334 49.1432991027832, 20.242137908935547 49.143379211425781, 20.242279052734375 49.143486022949219, 20.242410659790039 49.143569946289062, 20.242616653442383 49.1436653137207, 20.242776870727539 49.143718719482422, 20.242977142333984 49.1437873840332)"
404201555,rail,yes,"LINESTRING (20.174745559692383 49.058616638183594, 20.174985885620117 49.058639526367188)"
404201556,rail,,"LINESTRING (20.174985885620117 49.058639526367188, 20.179763793945312 49.059059143066406, 20.181961059570312 49.059295654296875)"
417839644,rail,,"LINESTRING (20.201562881469727 49.061176300048828, 20.202362060546875 49.061260223388672, 20.202585220336914 49.061325073242188)"
417839645,rail,,"LINESTRING (20.201562881469727 49.061176300048828, 20.200252532958984 49.0610466003418, 20.199993133544922 49.061016082763672, 20.199802398681641 49.06097412109375, 20.199649810791016 49.060943603515625, 20.199546813964844 49.0609130859375, 20.199377059936523 49.060874938964844, 20.1986141204834 49.060787200927734, 20.19654655456543 49.060573577880859)"
417839647,rail,,"LINESTRING (20.1900691986084 49.060043334960938, 20.191938400268555 49.060222625732422, 20.195064544677734 49.060523986816406, 20.195308685302734 49.060554504394531, 20.195556640625 49.060596466064453, 20.195772171020508 49.060649871826172)"
417839650,rail,,"LINESTRING (20.191551208496094 49.060295104980469, 20.202613830566406 49.061355590820312, 20.203058242797852 49.061408996582031)"
417839651,rail,,"LINESTRING (20.191551208496094 49.060295104980469, 20.192544937133789 49.0604133605957, 20.20289421081543 49.061416625976562, 20.203220367431641 49.061443328857422, 20.203330993652344 49.061454772949219)"
417839653,rail,,"LINESTRING (20.175056457519531 49.055961608886719, 20.177000045776367 49.056125640869141, 20.178119659423828 49.056217193603516)"
417839654,rail,,"LINESTRING (20.178119659423828 49.056217193603516, 20.179533004760742 49.056346893310547, 20.183181762695312 49.056678771972656)"
417839656,rail,,"LINESTRING (20.183210372924805 49.056732177734375, 20.179977416992188 49.056442260742188, 20.179533004760742 49.056346893310547)"
417839658,rail,,"LINESTRING (20.177000045776367 49.056125640869141, 20.177671432495117 49.056221008300781, 20.178899765014648 49.05633544921875, 20.179529190063477 49.056537628173828, 20.180095672607422 49.056877136230469, 20.180688858032227 49.057369232177734, 20.181095123291016 49.057579040527344, 20.181724548339844 49.057769775390625, 20.182514190673828 49.057876586914062, 20.182653427124023 49.057895660400391, 20.182998657226562 49.05792236328125, 20.183845520019531 49.057998657226562)"
417839660,rail,,"LINESTRING (20.182998657226562 49.05792236328125, 20.182285308837891 49.057945251464844, 20.181955337524414 49.057987213134766, 20.181430816650391 49.058055877685547, 20.18083381652832 49.058078765869141, 20.178554534912109 49.057868957519531)"
417839662,rail,,"LINESTRING (20.181955337524414 49.057987213134766, 20.181631088256836 49.058010101318359, 20.181005477905273 49.058017730712891, 20.178606033325195 49.057807922363281)"
417839664,rail,,"LINESTRING (20.1811466217041 49.057762145996094, 20.182514190673828 49.057876586914062)"
417839665,rail,,"LINESTRING (20.183845520019531 49.057998657226562, 20.185033798217773 49.058101654052734, 20.185817718505859 49.058170318603516, 20.187171936035156 49.058265686035156, 20.187797546386719 49.058311462402344)"
417839667,rail,,"LINESTRING (20.187171936035156 49.058265686035156, 20.185976028442383 49.058040618896484, 20.185117721557617 49.057956695556641)"
417839669,rail,,"LINESTRING (20.185976028442383 49.058040618896484, 20.186985015869141 49.058143615722656)"
417839672,rail,,"LINESTRING (20.185033798217773 49.058101654052734, 20.185264587402344 49.058170318603516, 20.186801910400391 49.05828857421875)"
417839676,rail,,"LINESTRING (20.188684463500977 49.058372497558594, 20.189599990844727 49.058464050292969, 20.189664840698242 49.0584716796875, 20.1898250579834 49.058486938476562, 20.190036773681641 49.058521270751953, 20.190078735351562 49.058528900146484, 20.19011116027832 49.05853271484375, 20.190553665161133 49.0586051940918, 20.193239212036133 49.058834075927734)"
417839677,rail,,"LINESTRING (20.189664840698242 49.0584716796875, 20.190528869628906 49.058502197265625, 20.192678451538086 49.058689117431641, 20.193672180175781 49.05877685546875)"
417839679,rail,,"LINESTRING (20.190036773681641 49.058521270751953, 20.193132400512695 49.05877685546875, 20.193508148193359 49.058811187744141)"
417839681,rail,,"LINESTRING (20.193132400512695 49.05877685546875, 20.192678451538086 49.058689117431641)"
417839683,rail,,"LINESTRING (20.196451187133789 49.059062957763672, 20.195951461791992 49.059032440185547, 20.195405960083008 49.059017181396484, 20.195013046264648 49.059028625488281, 20.193805694580078 49.058910369873047)"
417839684,rail,,"LINESTRING (20.193672180175781 49.05877685546875, 20.196130752563477 49.058986663818359, 20.196300506591797 49.05902099609375, 20.196514129638672 49.059066772460938)"
417839685,rail,,"LINESTRING (20.193508148193359 49.058811187744141, 20.195161819458008 49.058944702148438, 20.196300506591797 49.05902099609375)"
417839686,abandoned,,"LINESTRING (20.189599990844727 49.058464050292969, 20.188764572143555 49.058261871337891, 20.188190460205078 49.058025360107422)"
429560430,rail,,"LINESTRING (20.182090759277344 49.059307098388672, 20.186668395996094 49.059799194335938)"
429560444,rail,yes,"LINESTRING (20.181961059570312 49.059295654296875, 20.182090759277344 49.059307098388672)"
440592180,rail,,"LINESTRING (20.272212982177734 49.094013214111328, 20.272279739379883 49.093910217285156)"
440593346,platform,,"LINEARRING (20.292430877685547 49.060325622558594, 20.29241943359375 49.060264587402344, 20.294994354248047 49.060073852539062, 20.295305252075195 49.060050964355469, 20.295465469360352 49.060039520263672, 20.298080444335938 49.059848785400391, 20.2980899810791 49.059913635253906, 20.295475006103516 49.060104370117188, 20.295310974121094 49.060115814208984, 20.29499626159668 49.060138702392578, 20.292430877685547 49.060325622558594)"
444319457,light_rail,yes,"LINESTRING (20.127962112426758 49.119659423828125, 20.127901077270508 49.11962890625)"
444319458,light_rail,,"LINESTRING (20.127901077270508 49.11962890625, 20.127664566040039 49.119472503662109, 20.127599716186523 49.119342803955078)"
470019252,platform,,"LINESTRING (20.063623428344727 49.118446350097656, 20.063434600830078 49.118358612060547, 20.063543319702148 49.118267059326172, 20.06364631652832 49.118183135986328, 20.063495635986328 49.118099212646484, 20.063261032104492 49.11798095703125)"
494293013,platform,,"LINEARRING (20.29496955871582 49.060344696044922, 20.294963836669922 49.060317993164062, 20.293468475341797 49.060432434082031, 20.293458938598633 49.060394287109375, 20.29530143737793 49.060260772705078, 20.296939849853516 49.060131072998047, 20.29694938659668 49.0601806640625, 20.295307159423828 49.0603141784668, 20.29496955871582 49.060344696044922)"
494293014,station,,"LINEARRING (20.295181274414062 49.060478210449219, 20.295169830322266 49.060546875, 20.295375823974609 49.061546325683594, 20.29557991027832 49.0615348815918, 20.295427322387695 49.060527801513672, 20.295392990112305 49.060474395751953, 20.295343399047852 49.060478210449219, 20.29524040222168 49.060478210449219, 20.295181274414062 49.060478210449219)"
508042088,rail,,"LINESTRING (20.188091278076172 49.058330535888672, 20.188154220581055 49.058334350585938, 20.188684463500977 49.058372497558594)"
508042089,rail,yes,"LINESTRING (20.187797546386719 49.058311462402344, 20.188091278076172 49.058330535888672)"
508042101,rail,yes,"LINESTRING (20.213779449462891 49.062454223632812, 20.213937759399414 49.062473297119141)"
508042102,rail,,"LINESTRING (20.207588195800781 49.061851501464844, 20.213779449462891 49.062454223632812)"
508042106,rail,,"LINESTRING (20.191141128540039 49.060211181640625, 20.191938400268555 49.060222625732422)"
508042107,rail,,"LINESTRING (20.203577041625977 49.06146240234375, 20.207588195800781 49.061851501464844)"
508042108,rail,,"LINESTRING (20.187070846557617 49.059837341308594, 20.189737319946289 49.060077667236328, 20.190919876098633 49.060188293457031)"
508042109,platform,,"LINEARRING (20.197444915771484 49.060752868652344, 20.197433471679688 49.060794830322266, 20.19880485534668 49.060932159423828, 20.198814392089844 49.060890197753906, 20.197444915771484 49.060752868652344)"
508042160,rail,,"LINESTRING (20.193431854248047 49.061004638671875, 20.193586349487305 49.060939788818359, 20.193857192993164 49.060840606689453, 20.194025039672852 49.060787200927734, 20.194255828857422 49.060741424560547, 20.194561004638672 49.060707092285156, 20.194831848144531 49.060703277587891, 20.195180892944336 49.060710906982422, 20.195545196533203 49.060741424560547, 20.202880859375 49.061447143554688, 20.203220367431641 49.061443328857422)"
519138137,narrow_gauge,,"LINESTRING (20.064708709716797 49.084510803222656, 20.065048217773438 49.084449768066406, 20.065378189086914 49.084400177001953, 20.065544128417969 49.0843505859375, 20.066343307495117 49.084102630615234)"
519138138,narrow_gauge,,"LINESTRING (20.064470291137695 49.084712982177734, 20.064685821533203 49.084651947021484, 20.064992904663086 49.084552764892578, 20.065147399902344 49.084468841552734)"
519138139,narrow_gauge,,"LINESTRING (20.0644474029541 49.084682464599609, 20.064662933349609 49.084617614746094, 20.0649356842041 49.08453369140625, 20.065067291259766 49.084491729736328, 20.065147399902344 49.084468841552734, 20.065378189086914 49.084400177001953)"
519138140,narrow_gauge,,"LINESTRING (20.064428329467773 49.084651947021484, 20.064641952514648 49.084587097167969, 20.064884185791016 49.084522247314453, 20.065067291259766 49.084491729736328)"
539501223,light_rail,,"LINESTRING (20.288749694824219 49.061027526855469, 20.290525436401367 49.060771942138672, 20.29107666015625 49.060665130615234)"
539501224,light_rail,,"LINESTRING (20.291830062866211 49.060546875, 20.29107666015625 49.060665130615234, 20.288738250732422 49.060981750488281)"
541474339,rail,,"LINESTRING (20.300727844238281 49.059547424316406, 20.301059722900391 49.059520721435547)"
541474340,rail,,"LINESTRING (20.301061630249023 49.059532165527344, 20.300727844238281 49.059547424316406)"
541474341,rail,yes,"LINESTRING (20.301059722900391 49.059520721435547, 20.301340103149414 49.059505462646484)"
541474342,rail,,"LINESTRING (20.307685852050781 49.05853271484375, 20.307971954345703 49.058441162109375)"
541474343,rail,,"LINESTRING (20.301340103149414 49.059505462646484, 20.303632736206055 49.059303283691406, 20.30485725402832 49.059196472167969, 20.305709838867188 49.059066772460938, 20.30644416809082 49.05889892578125, 20.307195663452148 49.058685302734375)"
541474344,rail,yes,"LINESTRING (20.307195663452148 49.058685302734375, 20.307685852050781 49.05853271484375)"
541474347,rail,yes,"LINESTRING (20.307971954345703 49.058441162109375, 20.308422088623047 49.058265686035156)"
541474350,rail,,"LINESTRING (20.308422088623047 49.058265686035156, 20.309005737304688 49.057952880859375, 20.309440612792969 49.057659149169922, 20.309749603271484 49.057403564453125, 20.309812545776367 49.057353973388672)"
541474351,rail,yes,"LINESTRING (20.309812545776367 49.057353973388672, 20.30998420715332 49.057205200195312)"
541474352,rail,,"LINESTRING (20.30998420715332 49.057205200195312, 20.310291290283203 49.056838989257812, 20.310703277587891 49.056362152099609, 20.310979843139648 49.055908203125, 20.311208724975586 49.055381774902344, 20.31129264831543 49.054965972900391, 20.311319351196289 49.0545654296875, 20.311315536499023 49.054134368896484, 20.311063766479492 49.053199768066406, 20.310634613037109 49.052452087402344, 20.309932708740234 49.0516242980957, 20.308172225952148 49.049713134765625, 20.30714225769043 49.048419952392578, 20.306583404541016 49.047233581542969)"
541474353,rail,,"LINESTRING (20.306583404541016 49.047233581542969, 20.305973052978516 49.045036315917969, 20.305803298950195 49.044513702392578, 20.30555534362793 49.043628692626953, 20.305322647094727 49.0428466796875, 20.304019927978516 49.03857421875, 20.302629470825195 49.033657073974609, 20.301776885986328 49.030609130859375, 20.301733016967773 49.029197692871094, 20.302377700805664 49.027507781982422, 20.302980422973633 49.026748657226562, 20.304098129272461 49.025787353515625, 20.305559158325195 49.025001525878906, 20.307149887084961 49.024436950683594, 20.308671951293945 49.024127960205078, 20.310338973999023 49.023921966552734, 20.312908172607422 49.023715972900391, 20.314382553100586 49.023597717285156, 20.315231323242188 49.02349853515625, 20.317083358764648 49.023193359375, 20.318380355834961 49.022930145263672, 20.319509506225586 49.022636413574219, 20.323457717895508 49.0215950012207, 20.327621459960938 49.020778656005859, 20.330297470092773 49.020309448242188, 20.331907272338867 49.020107269287109, 20.334085464477539 49.019844055175781, 20.335048675537109 49.019638061523438, 20.337339401245117 49.019020080566406, 20.339250564575195 49.018508911132812, 20.341110229492188 49.018119812011719, 20.348649978637695 49.016555786132812, 20.352298736572266 49.0158805847168, 20.357490539550781 49.015289306640625, 20.360021591186523 49.014865875244141, 20.363325119018555 49.013797760009766, 20.368259429931641 49.012279510498047, 20.372077941894531 49.010871887207031, 20.375080108642578 49.009296417236328, 20.377567291259766 49.0072135925293, 20.378381729125977 49.005893707275391, 20.380056381225586 49.003921508789062)"
541474371,rail,,"LINESTRING (20.288093566894531 49.060462951660156, 20.288602828979492 49.060462951660156)"
541474372,rail,,"LINESTRING (20.213935852050781 49.062519073486328, 20.216777801513672 49.062820434570312, 20.219579696655273 49.063095092773438, 20.229410171508789 49.064041137695312, 20.23213005065918 49.064315795898438, 20.234657287597656 49.064502716064453, 20.237409591674805 49.06451416015625, 20.239645004272461 49.064430236816406, 20.246456146240234 49.063846588134766, 20.250513076782227 49.063552856445312, 20.269697189331055 49.062053680419922, 20.273300170898438 49.061740875244141, 20.280462265014648 49.061126708984375, 20.28809928894043 49.060504913330078, 20.288602828979492 49.060462951660156)"
541543183,rail,,"LINESTRING (20.058408737182617 49.085247039794922, 20.059503555297852 49.085372924804688, 20.060310363769531 49.085346221923828, 20.061315536499023 49.085189819335938, 20.062118530273438 49.084926605224609)"
541543184,rail,,"LINESTRING (20.063554763793945 49.084445953369141, 20.062931060791016 49.084636688232422)"
541543185,rail,,"LINESTRING (20.066408157348633 49.083061218261719, 20.066246032714844 49.083217620849609)"
541543186,rail,,"LINESTRING (20.067441940307617 49.074150085449219, 20.06724739074707 49.0744514465332, 20.066972732543945 49.075180053710938, 20.066884994506836 49.075855255126953, 20.066911697387695 49.076408386230469, 20.066953659057617 49.076625823974609, 20.066993713378906 49.076766967773438, 20.067035675048828 49.076911926269531, 20.067106246948242 49.077110290527344, 20.067502975463867 49.077793121337891)"
541543187,rail,,"LINESTRING (20.098541259765625 49.061546325683594, 20.097692489624023 49.061912536621094, 20.09691047668457 49.062152862548828, 20.096164703369141 49.062320709228516, 20.095367431640625 49.062435150146484, 20.094467163085938 49.062454223632812, 20.093635559082031 49.0623893737793, 20.092216491699219 49.062099456787109, 20.090553283691406 49.061580657958984, 20.089458465576172 49.061305999755859, 20.088472366333008 49.061134338378906, 20.087375640869141 49.061088562011719, 20.086477279663086 49.0611686706543, 20.085407257080078 49.061382293701172, 20.084358215332031 49.061786651611328, 20.083757400512695 49.062084197998047, 20.082778930664062 49.062549591064453, 20.079565048217773 49.0643196105957, 20.073169708251953 49.067569732666016, 20.072044372558594 49.068309783935547, 20.071184158325195 49.069217681884766, 20.069936752319336 49.070796966552734, 20.068017959594727 49.0733757019043)"
541543188,rail,,"LINESTRING (20.174716949462891 49.058670043945312, 20.170211791992188 49.058181762695312, 20.161022186279297 49.057323455810547, 20.158910751342773 49.057167053222656, 20.156923294067383 49.057186126708984, 20.153085708618164 49.057415008544922, 20.149831771850586 49.057624816894531, 20.148307800292969 49.057777404785156, 20.147130966186523 49.0579948425293, 20.145755767822266 49.058391571044922, 20.142070770263672 49.059768676757812, 20.141965866088867 49.059810638427734, 20.139961242675781 49.060501098632812, 20.13873291015625 49.060867309570312, 20.137615203857422 49.061092376708984, 20.135665893554688 49.061355590820312, 20.134668350219727 49.061374664306641, 20.133255004882812 49.061367034912109, 20.132535934448242 49.061325073242188, 20.131725311279297 49.061237335205078, 20.129903793334961 49.060871124267578, 20.128257751464844 49.060409545898438, 20.124851226806641 49.059360504150391, 20.121379852294922 49.058341979980469, 20.12019157409668 49.058101654052734, 20.119312286376953 49.057956695556641, 20.117343902587891 49.057716369628906, 20.115293502807617 49.057643890380859, 20.112918853759766 49.0576286315918, 20.110408782958984 49.057613372802734, 20.109516143798828 49.057613372802734, 20.10810661315918 49.057640075683594, 20.107282638549805 49.057708740234375, 20.106525421142578 49.0578498840332, 20.105302810668945 49.058177947998047, 20.104274749755859 49.058570861816406, 20.099777221679688 49.060855865478516, 20.098541259765625 49.061546325683594)"
541543189,rail,yes,"LINESTRING (20.174989700317383 49.058696746826172, 20.174716949462891 49.058670043945312)"
541543190,rail,,"LINESTRING (20.181938171386719 49.059333801269531, 20.179759979248047 49.059139251708984, 20.174989700317383 49.058696746826172)"
