id, road_name, road_type, one_way, lanes, bridge, geometry
205104976,,track,,,,"LINESTRING (17.33390998840332 49.594673156738281, 17.333925247192383 49.5947380065918, 17.333915710449219 49.594772338867188, 17.333900451660156 49.594802856445312, 17.333866119384766 49.594833374023438, 17.333782196044922 49.594894409179688, 17.33367919921875 49.594963073730469, 17.333747863769531 49.594963073730469, 17.334993362426758 49.595085144042969, 17.336921691894531 49.595264434814453, 17.337488174438477 49.595317840576172, 17.338510513305664 49.595283508300781, 17.339086532592773 49.595294952392578, 17.3398380279541 49.595283508300781, 17.339933395385742 49.595260620117188, 17.340095520019531 49.595149993896484)"
205104977,Za parkem,track,,,,"LINESTRING (17.34327507019043 49.595851898193359, 17.343757629394531 49.595703125, 17.343984603881836 49.595649719238281, 17.344127655029297 49.595623016357422, 17.344202041625977 49.595611572265625, 17.344268798828125 49.595603942871094, 17.344335556030273 49.595603942871094, 17.344388961791992 49.595600128173828, 17.344455718994141 49.595607757568359, 17.344511032104492 49.595611572265625, 17.344663619995117 49.595638275146484, 17.344703674316406 49.595649719238281, 17.344816207885742 49.595687866210938, 17.344915390014648 49.595706939697266, 17.345212936401367 49.595756530761719, 17.345264434814453 49.595756530761719, 17.345327377319336 49.595748901367188, 17.345369338989258 49.595741271972656, 17.345516204833984 49.595699310302734, 17.345664978027344 49.595645904541016, 17.345718383789062 49.595630645751953, 17.345869064331055 49.595584869384766, 17.345928192138672 49.595561981201172, 17.345975875854492 49.595539093017578, 17.346025466918945 49.595508575439453, 17.346139907836914 49.595428466796875)"
205105073,Zámecká,tertiary,,,,"LINESTRING (17.358869552612305 49.595016479492188, 17.358779907226562 49.594432830810547, 17.358762741088867 49.594253540039062, 17.358762741088867 49.5941162109375)"
205105075,Zámecká,tertiary,,,,"LINESTRING (17.358955383300781 49.595783233642578, 17.358957290649414 49.595672607421875)"
205105077,,service,,,,"LINESTRING (17.35704231262207 49.595508575439453, 17.3568172454834 49.595489501953125, 17.356466293334961 49.595417022705078, 17.356321334838867 49.595664978027344)"
205203329,Akátová,residential,,,,"LINESTRING (17.274662017822266 49.638790130615234, 17.27501106262207 49.638740539550781)"
205203330,Hlavní,tertiary,,,,"LINESTRING (17.27501106262207 49.638740539550781, 17.275014877319336 49.638717651367188, 17.275104522705078 49.638633728027344, 17.275247573852539 49.638565063476562, 17.275478363037109 49.638504028320312, 17.276098251342773 49.638420104980469, 17.276575088500977 49.638351440429688, 17.276874542236328 49.638298034667969, 17.277057647705078 49.638259887695312, 17.277225494384766 49.638225555419922, 17.277498245239258 49.638153076171875, 17.277935028076172 49.63800048828125, 17.278682708740234 49.637710571289062, 17.279298782348633 49.637405395507812, 17.2794246673584 49.637351989746094)"
205203332,Hlušovická,residential,,,,"LINESTRING (17.259876251220703 49.619380950927734, 17.259918212890625 49.619586944580078, 17.25990104675293 49.6197624206543, 17.259763717651367 49.619953155517578, 17.258840560913086 49.621025085449219, 17.258609771728516 49.621543884277344)"
205203334,Okružní,residential,no,,,"LINESTRING (17.274822235107422 49.636714935302734, 17.274770736694336 49.636810302734375, 17.274696350097656 49.637775421142578, 17.274662017822266 49.638790130615234)"
205203335,U háje,residential,,,,"LINESTRING (17.259876251220703 49.619380950927734, 17.260166168212891 49.619327545166016, 17.260471343994141 49.619297027587891, 17.262359619140625 49.619499206542969)"
205203337,,cycleway,,,,"LINESTRING (17.265707015991211 49.621688842773438, 17.265090942382812 49.621574401855469)"
205203339,,cycleway,,,,"LINESTRING (17.261302947998047 49.605037689208984, 17.260976791381836 49.605167388916016)"
205203342,,footway,,,,"LINESTRING (17.266923904418945 49.593360900878906, 17.266914367675781 49.593265533447266)"
205203347,,footway,,,,"LINESTRING (17.267417907714844 49.59307861328125, 17.267484664916992 49.592678070068359)"
205203349,,track,,,,"LINESTRING (17.258142471313477 49.606182098388672, 17.258398056030273 49.606147766113281, 17.258636474609375 49.606143951416016, 17.259296417236328 49.606143951416016, 17.260927200317383 49.606185913085938)"
205203352,,cycleway,,,,"LINESTRING (17.267810821533203 49.593284606933594, 17.267866134643555 49.593547821044922, 17.267906188964844 49.593734741210938, 17.267862319946289 49.594013214111328, 17.267770767211914 49.594280242919922, 17.267738342285156 49.5944709777832, 17.267644882202148 49.594886779785156, 17.267518997192383 49.595306396484375, 17.267505645751953 49.595344543457031)"
205213746,,track,,,,"LINESTRING (17.137819290161133 49.650905609130859, 17.137113571166992 49.650764465332031, 17.136783599853516 49.650680541992188, 17.136032104492188 49.650394439697266, 17.135364532470703 49.650150299072266, 17.134647369384766 49.649925231933594, 17.134067535400391 49.649940490722656, 17.133590698242188 49.64996337890625, 17.133155822753906 49.649990081787109, 17.13270378112793 49.650016784667969, 17.132209777832031 49.65008544921875, 17.131658554077148 49.650299072265625, 17.13145637512207 49.65045166015625, 17.1312198638916 49.650409698486328, 17.130918502807617 49.650230407714844, 17.130708694458008 49.650119781494141, 17.130611419677734 49.650150299072266)"
205232984,Kubelíkova,residential,,,,"LINESTRING (17.325756072998047 49.598590850830078, 17.325416564941406 49.598575592041016, 17.325307846069336 49.598567962646484, 17.325000762939453 49.598552703857422, 17.324806213378906 49.598545074462891, 17.32417106628418 49.598640441894531, 17.323759078979492 49.5986328125, 17.323650360107422 49.598598480224609, 17.324653625488281 49.598346710205078, 17.325471878051758 49.598140716552734, 17.325830459594727 49.598018646240234, 17.327005386352539 49.597743988037109, 17.327169418334961 49.597728729248047, 17.327356338500977 49.597679138183594, 17.32731819152832 49.597614288330078, 17.3271541595459 49.597385406494141, 17.32708740234375 49.597343444824219, 17.326997756958008 49.597316741943359)"
205232985,,track,,,,"LINESTRING (17.328836441040039 49.5973014831543, 17.327356338500977 49.597679138183594)"
205232986,,residential,,,,"LINESTRING (17.323650360107422 49.598598480224609, 17.323581695556641 49.598613739013672, 17.323318481445312 49.598663330078125, 17.322816848754883 49.598827362060547)"
205232987,,service,,,,"LINESTRING (17.324211120605469 49.6015510559082, 17.324583053588867 49.601459503173828, 17.325021743774414 49.601333618164062, 17.325952529907227 49.601131439208984, 17.325986862182617 49.6010856628418, 17.325008392333984 49.599346160888672, 17.324251174926758 49.599521636962891)"
205232988,,track,,,,"LINESTRING (17.320535659790039 49.599330902099609, 17.322465896606445 49.5988655090332, 17.322816848754883 49.598827362060547)"
205278929,Kubelíkova,residential,,,,"LINESTRING (17.326320648193359 49.598232269287109, 17.325000762939453 49.598552703857422)"
205278930,Lipová,service,,,,"LINESTRING (17.327659606933594 49.595134735107422, 17.327127456665039 49.595138549804688)"
205278931,Lipová,service,,,,"LINESTRING (17.327169418334961 49.597007751464844, 17.327653884887695 49.597007751464844)"
205278932,Lipová,service,,,,"LINESTRING (17.327136993408203 49.595554351806641, 17.327676773071289 49.595550537109375)"
205278933,Lipová,service,,,,"LINESTRING (17.327661514282227 49.596611022949219, 17.327159881591797 49.596611022949219)"
205278953,,service,,,,"LINESTRING (17.326454162597656 49.601188659667969, 17.324174880981445 49.6016845703125)"
205278954,,footway,,,,"LINESTRING (17.323844909667969 49.59698486328125, 17.323574066162109 49.596965789794922)"
205278955,,service,,,,"LINESTRING (17.323938369750977 49.599422454833984, 17.323581695556641 49.598613739013672)"
205278956,,service,,,,"LINESTRING (17.324056625366211 49.5997200012207, 17.323268890380859 49.599872589111328)"
205278957,,service,,,,"LINESTRING (17.324306488037109 49.5989875793457, 17.32417106628418 49.598640441894531)"
205278958,,track,,,,"LINESTRING (17.32618522644043 49.599105834960938, 17.326093673706055 49.598972320556641, 17.325765609741211 49.598789215087891, 17.325416564941406 49.598575592041016)"
205278959,Jeseniova,residential,,,,"LINESTRING (17.32371711730957 49.596797943115234, 17.323789596557617 49.596889495849609, 17.323844909667969 49.59698486328125, 17.323936462402344 49.597068786621094, 17.324119567871094 49.597164154052734, 17.324234008789062 49.597190856933594)"
205390368,,track,,,,"LINESTRING (17.3748836517334 49.655841827392578, 17.374794006347656 49.65576171875, 17.374387741088867 49.655036926269531, 17.374050140380859 49.654384613037109, 17.373678207397461 49.653762817382812, 17.373258590698242 49.653278350830078, 17.373092651367188 49.652854919433594, 17.3730411529541 49.652622222900391, 17.373018264770508 49.6524543762207, 17.373126983642578 49.651885986328125)"
205768142,nám. Osvobození,residential,,,,"LINESTRING (17.210430145263672 49.639671325683594, 17.210483551025391 49.6397590637207, 17.210668563842773 49.640151977539062)"
206813320,,service,yes,,,"LINESTRING (17.284826278686523 49.610130310058594, 17.284635543823242 49.610210418701172, 17.284500122070312 49.610237121582031, 17.284303665161133 49.610195159912109, 17.283868789672852 49.609767913818359, 17.283845901489258 49.609642028808594, 17.283908843994141 49.609516143798828, 17.28400993347168 49.609466552734375, 17.2841854095459 49.609397888183594)"
206813321,,footway,,,,"LINESTRING (17.28523063659668 49.610443115234375, 17.285009384155273 49.610191345214844, 17.284097671508789 49.609149932861328, 17.283805847167969 49.608806610107422)"
206813322,,service,,,,"LINESTRING (17.284170150756836 49.6091194152832, 17.283956527709961 49.6088752746582)"
206813323,,primary,yes,,,"LINESTRING (17.278127670288086 49.602375030517578, 17.27818489074707 49.602485656738281, 17.278205871582031 49.602542877197266, 17.2781982421875 49.602592468261719, 17.278175354003906 49.602626800537109, 17.278142929077148 49.6026611328125, 17.278076171875 49.602718353271484)"
206813324,,service,,,,"LINESTRING (17.28425407409668 49.600688934326172, 17.284561157226562 49.600883483886719)"
206813325,,service,,,,"LINESTRING (17.2841854095459 49.6004638671875, 17.284357070922852 49.600337982177734, 17.284658432006836 49.600093841552734, 17.285167694091797 49.599697113037109, 17.285234451293945 49.599651336669922, 17.285350799560547 49.59967041015625, 17.285442352294922 49.599716186523438, 17.2855224609375 49.599830627441406)"
206813327,,service,,,,"LINESTRING (17.284284591674805 49.609077453613281, 17.284170150756836 49.6091194152832, 17.284122467041016 49.609138488769531, 17.284097671508789 49.609149932861328, 17.284000396728516 49.609188079833984)"
206813328,,service,,,,"LINESTRING (17.284402847290039 49.600593566894531, 17.284372329711914 49.600612640380859, 17.28425407409668 49.600688934326172, 17.283832550048828 49.600440979003906)"
206813329,,footway,,,,"LINESTRING (17.283479690551758 49.608882904052734, 17.283687591552734 49.609088897705078, 17.28400993347168 49.609466552734375, 17.284912109375 49.610488891601562)"
207058952,Malátova,residential,,,,"LINESTRING (17.323919296264648 49.593338012695312, 17.323841094970703 49.593254089355469, 17.32392692565918 49.5931396484375, 17.323944091796875 49.593044281005859, 17.323825836181641 49.592788696289062, 17.323919296264648 49.592533111572266)"
207058953,Malátova,residential,,,,"LINESTRING (17.323841094970703 49.593254089355469, 17.323760986328125 49.593196868896484, 17.323549270629883 49.593154907226562, 17.323465347290039 49.5931510925293, 17.323137283325195 49.593158721923828, 17.322416305541992 49.593147277832031, 17.321453094482422 49.593101501464844, 17.320655822753906 49.593067169189453, 17.320549011230469 49.593082427978516, 17.320487976074219 49.593105316162109, 17.320356369018555 49.593254089355469)"
207059002,,service,,,,"LINESTRING (17.342170715332031 49.592388153076172, 17.341835021972656 49.592426300048828, 17.341373443603516 49.592430114746094, 17.340831756591797 49.5924072265625, 17.339895248413086 49.592250823974609, 17.339664459228516 49.592231750488281, 17.339420318603516 49.592212677001953, 17.337949752807617 49.592288970947266, 17.337020874023438 49.592334747314453, 17.337005615234375 49.592334747314453, 17.336189270019531 49.592357635498047, 17.335588455200195 49.592334747314453, 17.335351943969727 49.592247009277344, 17.335292816162109 49.592082977294922)"
207059004,,path,,,,"LINESTRING (17.337095260620117 49.590156555175781, 17.336759567260742 49.590023040771484)"
207059005,,service,,,,"LINESTRING (17.339363098144531 49.591110229492188, 17.339698791503906 49.591342926025391, 17.339799880981445 49.59136962890625)"
207059006,,service,,,,"LINESTRING (17.348041534423828 49.5893669128418, 17.3478946685791 49.589515686035156)"
207059007,,footway,,,,"LINESTRING (17.339664459228516 49.592231750488281, 17.339866638183594 49.591560363769531, 17.340122222900391 49.590888977050781, 17.340738296508789 49.590034484863281, 17.340902328491211 49.590003967285156, 17.341068267822266 49.589942932128906, 17.341075897216797 49.589908599853516, 17.341091156005859 49.5898551940918, 17.341121673583984 49.589752197265625, 17.341009140014648 49.589656829833984, 17.341405868530273 49.588741302490234, 17.341526031494141 49.588581085205078, 17.341751098632812 49.588443756103516, 17.342041015625 49.588397979736328, 17.342470169067383 49.588466644287109, 17.344026565551758 49.588905334472656, 17.345613479614258 49.589347839355469, 17.345743179321289 49.589370727539062, 17.345951080322266 49.589328765869141, 17.3460636138916 49.589286804199219, 17.346199035644531 49.58917236328125, 17.346309661865234 49.589027404785156, 17.346406936645508 49.588970184326172, 17.34648323059082 49.588962554931641, 17.346717834472656 49.589012145996094)"
207059008,,service,,,,"LINESTRING (17.339618682861328 49.591896057128906, 17.339488983154297 49.591800689697266, 17.339445114135742 49.5915641784668)"
207059009,,service,,,,"LINESTRING (17.339635848999023 49.590690612792969, 17.339559555053711 49.59002685546875, 17.339557647705078 49.589946746826172)"
207059010,,service,,,,"LINESTRING (17.342147827148438 49.592624664306641, 17.342155456542969 49.592502593994141, 17.342170715332031 49.592388153076172)"
207059011,,service,,,,"LINESTRING (17.340339660644531 49.594203948974609, 17.340160369873047 49.594429016113281, 17.34007453918457 49.594562530517578)"
207059012,,footway,,,,"LINESTRING (17.336368560791016 49.588264465332031, 17.33636474609375 49.588092803955078, 17.33660888671875 49.588081359863281, 17.336862564086914 49.588066101074219)"
207059013,,footway,,,,"LINESTRING (17.337150573730469 49.590793609619141, 17.336849212646484 49.5908317565918, 17.337001800537109 49.592189788818359, 17.337020874023438 49.592334747314453)"
207059014,,track,,,,"LINESTRING (17.329965591430664 49.593341827392578, 17.330411911010742 49.592140197753906, 17.329822540283203 49.592063903808594, 17.328895568847656 49.592216491699219, 17.328557968139648 49.592235565185547)"
207059015,,service,yes,,,"LINESTRING (17.339557647705078 49.589946746826172, 17.339817047119141 49.589950561523438, 17.339948654174805 49.590259552001953, 17.339834213256836 49.590682983398438)"
207059016,,service,,,,"LINESTRING (17.339834213256836 49.590682983398438, 17.34007453918457 49.590713500976562)"
207059017,,footway,,,,"LINESTRING (17.336849212646484 49.5908317565918, 17.336759567260742 49.590023040771484, 17.336727142333984 49.5897331237793, 17.336555480957031 49.5882568359375, 17.336368560791016 49.588264465332031, 17.334556579589844 49.588340759277344)"
207059018,,service,,,,"LINESTRING (17.341667175292969 49.588165283203125, 17.341806411743164 49.588161468505859, 17.341880798339844 49.588176727294922, 17.3419246673584 49.588214874267578, 17.341955184936523 49.588249206542969, 17.342010498046875 49.588348388671875)"
207059019,,service,yes,,,"LINESTRING (17.337257385253906 49.591709136962891, 17.337150573730469 49.590793609619141, 17.337095260620117 49.590156555175781, 17.33711051940918 49.590110778808594, 17.337186813354492 49.590065002441406, 17.337297439575195 49.590061187744141)"
207060038,Blažíčkova,residential,,,,"LINESTRING (17.324493408203125 49.593170166015625, 17.325115203857422 49.593196868896484, 17.326190948486328 49.593257904052734, 17.328218460083008 49.593353271484375, 17.328264236450195 49.593460083007812)"
207617815,Pod lesem,cycleway,,,,"LINESTRING (17.373371124267578 49.602401733398438, 17.373455047607422 49.602481842041016, 17.373970031738281 49.602684020996094, 17.374378204345703 49.602832794189453, 17.375133514404297 49.603057861328125, 17.3756046295166 49.603286743164062, 17.376768112182617 49.603645324707031, 17.377590179443359 49.603790283203125, 17.377954483032227 49.60382080078125, 17.378395080566406 49.6041259765625, 17.378862380981445 49.604385375976562, 17.37993049621582 49.604717254638672, 17.381050109863281 49.604785919189453, 17.381250381469727 49.60479736328125)"
207629039,,residential,,,,"LINESTRING (17.206640243530273 49.641254425048828, 17.206798553466797 49.641357421875)"
207629042,,residential,,,,"LINESTRING (17.206972122192383 49.640888214111328, 17.207094192504883 49.640956878662109)"
207629044,,service,,,,"LINESTRING (17.20880126953125 49.641204833984375, 17.208984375 49.641281127929688)"
207629046,,track,,,,"LINESTRING (17.198326110839844 49.650730133056641, 17.198854446411133 49.650909423828125, 17.199426651000977 49.651107788085938, 17.199470520019531 49.651119232177734, 17.200630187988281 49.651473999023438)"
207629048,,track,,,,"LINESTRING (17.198104858398438 49.650985717773438, 17.198326110839844 49.650730133056641, 17.199081420898438 49.649982452392578, 17.200038909912109 49.6490364074707, 17.200250625610352 49.648841857910156, 17.20039176940918 49.648700714111328, 17.20054817199707 49.648586273193359, 17.200649261474609 49.648525238037109)"
207629051,,service,,,,"LINESTRING (17.208656311035156 49.641426086425781, 17.208850860595703 49.641326904296875, 17.208984375 49.641281127929688, 17.209131240844727 49.641231536865234)"
207629052,,path,,,,"LINESTRING (17.207128524780273 49.6418571472168, 17.206977844238281 49.641830444335938, 17.20673942565918 49.641826629638672, 17.206682205200195 49.641750335693359, 17.20677375793457 49.641437530517578)"
207629053,,track,,,,"LINESTRING (17.196056365966797 49.6527099609375, 17.1964168548584 49.652408599853516, 17.197818756103516 49.650913238525391, 17.198104858398438 49.650985717773438, 17.19873046875 49.651191711425781, 17.199682235717773 49.651508331298828, 17.200439453125 49.651687622070312)"
207629054,Školní,footway,,,,"LINESTRING (17.206335067749023 49.640506744384766, 17.206302642822266 49.640525817871094, 17.206289291381836 49.640537261962891, 17.205953598022461 49.6407585144043)"
208726422,Dvorského,tertiary,,,,"LINESTRING (17.334629058837891 49.620880126953125, 17.334749221801758 49.6206169128418, 17.335052490234375 49.619953155517578, 17.335128784179688 49.619800567626953, 17.335172653198242 49.619735717773438, 17.335224151611328 49.619667053222656, 17.335294723510742 49.619602203369141, 17.335334777832031 49.619571685791016, 17.33537483215332 49.619544982910156, 17.335447311401367 49.619510650634766, 17.335521697998047 49.619483947753906, 17.335580825805664 49.619468688964844, 17.335666656494141 49.619457244873047, 17.335716247558594 49.619453430175781, 17.335762023925781 49.619453430175781, 17.335823059082031 49.619457244873047, 17.335884094238281 49.619468688964844, 17.3359432220459 49.619491577148438, 17.336000442504883 49.619522094726562, 17.336030960083008 49.619544982910156, 17.3360652923584 49.619579315185547, 17.336088180541992 49.619613647460938, 17.33610725402832 49.619659423828125, 17.336116790771484 49.619693756103516, 17.336118698120117 49.619781494140625, 17.336109161376953 49.619888305664062, 17.336091995239258 49.620048522949219, 17.336050033569336 49.620319366455078, 17.336030960083008 49.620479583740234, 17.336025238037109 49.620563507080078, 17.336034774780273 49.620651245117188, 17.336057662963867 49.620742797851562, 17.336130142211914 49.620868682861328, 17.33622932434082 49.621013641357422, 17.336349487304688 49.621196746826172, 17.336410522460938 49.621303558349609, 17.336456298828125 49.621410369873047, 17.336492538452148 49.621532440185547, 17.336521148681641 49.621673583984375, 17.336566925048828 49.621952056884766, 17.336585998535156 49.622051239013672, 17.336614608764648 49.622154235839844, 17.33665657043457 49.622245788574219, 17.336692810058594 49.622318267822266, 17.336774826049805 49.6224365234375, 17.336952209472656 49.622661590576172, 17.3371639251709 49.622909545898438, 17.337369918823242 49.623153686523438, 17.337385177612305 49.623172760009766, 17.33778190612793 49.623630523681641, 17.337905883789062 49.623752593994141, 17.338151931762695 49.623939514160156, 17.339008331298828 49.624488830566406, 17.339168548583984 49.624610900878906, 17.339326858520508 49.624809265136719)"
208726435,,path,,,,"LINESTRING (17.335048675537109 49.61859130859375, 17.335079193115234 49.618568420410156, 17.33534049987793 49.618415832519531)"
208726437,,path,,,,"LINESTRING (17.335098266601562 49.619289398193359, 17.33521842956543 49.619438171386719, 17.335300445556641 49.619541168212891)"
208726439,,track,,,,"LINESTRING (17.334680557250977 49.618480682373047, 17.3347110748291 49.618568420410156, 17.334836959838867 49.618701934814453, 17.334903717041016 49.618831634521484, 17.334911346435547 49.618900299072266, 17.334922790527344 49.618984222412109, 17.335004806518555 49.6191291809082, 17.335098266601562 49.619289398193359)"
208895468,,service,,,,"LINESTRING (17.227262496948242 49.573822021484375, 17.227390289306641 49.573879241943359, 17.227453231811523 49.573936462402344, 17.227659225463867 49.574043273925781, 17.227678298950195 49.574054718017578)"
208895469,,service,,,,"LINESTRING (17.22776985168457 49.573574066162109, 17.227714538574219 49.573585510253906, 17.22761344909668 49.5735969543457, 17.227550506591797 49.573612213134766)"
208895471,,service,,,,"LINESTRING (17.227140426635742 49.573909759521484, 17.227262496948242 49.573822021484375, 17.227338790893555 49.573757171630859, 17.22746467590332 49.573654174804688, 17.227550506591797 49.573612213134766)"
208895473,Drive Thru,service,yes,,,"LINESTRING (17.227920532226562 49.573528289794922, 17.227949142456055 49.573543548583984, 17.227991104125977 49.573581695556641, 17.22801399230957 49.573638916015625, 17.2280216217041 49.57366943359375, 17.22801399230957 49.573699951171875, 17.227975845336914 49.573734283447266, 17.227760314941406 49.573909759521484, 17.227727890014648 49.573928833007812, 17.227699279785156 49.573936462402344, 17.227663040161133 49.573932647705078, 17.227516174316406 49.573860168457031, 17.227499008178711 49.573837280273438, 17.22749137878418 49.573814392089844, 17.227514266967773 49.573783874511719, 17.22760009765625 49.573711395263672, 17.227626800537109 49.573696136474609, 17.227636337280273 49.573680877685547, 17.227628707885742 49.573661804199219, 17.227602005004883 49.573642730712891, 17.227550506591797 49.573612213134766)"
208895476,,footway,,,,"LINESTRING (17.227504730224609 49.574176788330078, 17.226968765258789 49.573890686035156)"
208896520,,steps,,,,"LINESTRING (17.225736618041992 49.5735969543457, 17.225679397583008 49.573650360107422)"
208896521,,footway,,,,"LINESTRING (17.226596832275391 49.573722839355469, 17.226533889770508 49.573696136474609, 17.226497650146484 49.573699951171875, 17.226203918457031 49.573905944824219, 17.226192474365234 49.573928833007812, 17.2261905670166 49.573947906494141, 17.2262020111084 49.5739631652832, 17.226160049438477 49.573993682861328, 17.226131439208984 49.574012756347656, 17.226085662841797 49.574047088623047)"
210447747,,cycleway,,,,"LINESTRING (17.267536163330078 49.594581604003906, 17.267738342285156 49.5944709777832)"
210447750,,steps,,,,"LINESTRING (17.267332077026367 49.59747314453125, 17.267372131347656 49.597434997558594)"
210447752,,steps,,,,"LINESTRING (17.267518997192383 49.595607757568359, 17.267486572265625 49.595516204833984)"
210447753,,service,,,,"LINESTRING (17.268390655517578 49.594516754150391, 17.268449783325195 49.594417572021484, 17.26861572265625 49.593959808349609)"
210447754,,footway,,,,"LINESTRING (17.266025543212891 49.5957145690918, 17.26611328125 49.595687866210938, 17.26734733581543 49.595352172851562, 17.26740837097168 49.595333099365234, 17.267518997192383 49.595306396484375, 17.267539978027344 49.595298767089844)"
210447755,,footway,,,,"LINESTRING (17.270978927612305 49.5943603515625, 17.27110481262207 49.594329833984375, 17.273006439208984 49.593791961669922, 17.27386474609375 49.593551635742188, 17.27509880065918 49.59320068359375, 17.2757568359375 49.593013763427734, 17.276386260986328 49.592842102050781, 17.276454925537109 49.592716217041016, 17.27656364440918 49.592700958251953, 17.276618957519531 49.592693328857422, 17.276649475097656 49.592685699462891, 17.276721954345703 49.592674255371094, 17.27678108215332 49.5926628112793, 17.277244567871094 49.5923957824707)"
210447756,,footway,,,,"LINESTRING (17.270637512207031 49.594459533691406, 17.270660400390625 49.594455718994141)"
210447757,,footway,,,yes,"LINESTRING (17.267539978027344 49.595298767089844, 17.268083572387695 49.595149993896484)"
210447758,,footway,,,,"LINESTRING (17.268110275268555 49.595146179199219, 17.268260955810547 49.595096588134766, 17.269397735595703 49.594779968261719, 17.270481109619141 49.594501495361328, 17.270637512207031 49.594459533691406)"
210447759,,footway,,,,"LINESTRING (17.268110275268555 49.595146179199219, 17.268310546875 49.594413757324219)"
210447760,,footway,,,,"LINESTRING (17.268310546875 49.594413757324219, 17.268325805664062 49.594356536865234)"
210447762,,footway,,,,"LINESTRING (17.265327453613281 49.595123291015625, 17.265522003173828 49.595046997070312, 17.266933441162109 49.594532012939453, 17.26750373840332 49.594596862792969, 17.26734733581543 49.595352172851562)"
210447770,,unclassified,,,,"LINESTRING (17.274562835693359 49.592689514160156, 17.274057388305664 49.592842102050781)"
210447771,,footway,,,,"LINESTRING (17.273979187011719 49.592716217041016, 17.274036407470703 49.592807769775391, 17.27454948425293 49.592666625976562)"
210447772,,residential,,,,"LINESTRING (17.274835586547852 49.592941284179688, 17.274234771728516 49.593105316162109)"
210447773,,path,,,,"LINESTRING (17.274036407470703 49.592807769775391, 17.274057388305664 49.592842102050781, 17.274234771728516 49.593105316162109)"
210447775,,footway,,,,"LINESTRING (17.270637512207031 49.594459533691406, 17.270030975341797 49.593994140625)"
210450867,,footway,,,,"LINESTRING (17.264110565185547 49.593906402587891, 17.264240264892578 49.593856811523438, 17.264440536499023 49.593784332275391)"
210450874,,service,,,,"LINESTRING (17.264377593994141 49.594184875488281, 17.264495849609375 49.594142913818359, 17.264701843261719 49.594066619873047)"
210450877,,service,,,,"LINESTRING (17.264701843261719 49.594066619873047, 17.265018463134766 49.593948364257812)"
210450879,,footway,,,,"LINESTRING (17.265018463134766 49.593948364257812, 17.264686584472656 49.593570709228516, 17.264743804931641 49.593547821044922, 17.264806747436523 49.593524932861328)"
210450883,,cycleway,,,,"LINESTRING (17.263540267944336 49.593204498291016, 17.263660430908203 49.593219757080078, 17.264345169067383 49.592967987060547, 17.265205383300781 49.592647552490234)"
210450890,,footway,,,,"LINESTRING (17.262107849121094 49.591476440429688, 17.262025833129883 49.5914192199707, 17.261470794677734 49.590789794921875, 17.261344909667969 49.590618133544922, 17.2613468170166 49.5905876159668, 17.261215209960938 49.590469360351562, 17.260902404785156 49.590103149414062, 17.260822296142578 49.589973449707031)"
210450896,,footway,,,,"LINESTRING (17.261470794677734 49.590789794921875, 17.261384963989258 49.5908203125, 17.261238098144531 49.590869903564453)"
211231136,Příčná,residential,,,,"LINESTRING (17.331222534179688 49.547653198242188, 17.331888198852539 49.5467414855957, 17.332790374755859 49.546947479248047, 17.334440231323242 49.547344207763672)"
211231508,,residential,,,,"LINESTRING (17.334440231323242 49.547344207763672, 17.334747314453125 49.547031402587891, 17.335046768188477 49.546585083007812)"
211231976,Krčmaňská,residential,,,,"LINESTRING (17.332790374755859 49.546947479248047, 17.333824157714844 49.545143127441406)"
211232237,,residential,,,,"LINESTRING (17.334403991699219 49.545269012451172, 17.334079742431641 49.545196533203125, 17.333824157714844 49.545143127441406, 17.333515167236328 49.545066833496094, 17.333147048950195 49.544975280761719)"
211232272,Zahradní,residential,,,,"LINESTRING (17.334020614624023 49.548110961914062, 17.333000183105469 49.5478515625, 17.332324981689453 49.547481536865234)"
211232410,Příčná,residential,,,,"LINESTRING (17.334440231323242 49.547344207763672, 17.335380554199219 49.547561645507812)"
211232413,Krátká,residential,,,,"LINESTRING (17.334020614624023 49.548110961914062, 17.334962844848633 49.548324584960938)"
211232422,Floriána Navrátila,residential,,,,"LINESTRING (17.334075927734375 49.549385070800781, 17.335165023803711 49.549148559570312, 17.335651397705078 49.548286437988281, 17.335968017578125 49.547725677490234, 17.336496353149414 49.546787261962891, 17.336698532104492 49.546428680419922)"
211232440,Podštampilí,residential,,,,"LINESTRING (17.335165023803711 49.549148559570312, 17.336952209472656 49.549179077148438, 17.337440490722656 49.5491943359375)"
211232452,Leopolda Prečana,residential,,,,"LINESTRING (17.336952209472656 49.549179077148438, 17.338088989257812 49.547164916992188)"
211232493,,residential,,,,"LINESTRING (17.335651397705078 49.548286437988281, 17.336341857910156 49.548442840576172)"
211232505,,residential,,,,"LINESTRING (17.335968017578125 49.547725677490234, 17.336875915527344 49.547935485839844)"
211232587,Leopolda Prečana,residential,,,,"LINESTRING (17.336496353149414 49.546787261962891, 17.338088989257812 49.547164916992188, 17.339071273803711 49.547405242919922)"
