Id, Road Name, Road Type, One Way, Lanes, Bridge, Geometry
301853169,,path,,,,"LINESTRING (20.143880844116211 49.1451301574707, 20.144279479980469 49.145240783691406)"
301993078,,footway,,,,"LINESTRING (20.223798751831055 49.142238616943359, 20.223840713500977 49.142299652099609, 20.223840713500977 49.142368316650391, 20.223747253417969 49.142482757568359, 20.223615646362305 49.142646789550781, 20.223567962646484 49.142704010009766, 20.223442077636719 49.14276123046875)"
304453111,,service,,,,"LINESTRING (20.239700317382812 49.132209777832031, 20.241222381591797 49.133152008056641)"
304808479,Nová,residential,no,,,"LINESTRING (20.295166015625 49.061973571777344, 20.296199798583984 49.061912536621094, 20.299625396728516 49.061599731445312, 20.300100326538086 49.061531066894531, 20.301424026489258 49.0612907409668, 20.302103042602539 49.061164855957031, 20.302448272705078 49.061122894287109, 20.302824020385742 49.061115264892578, 20.305009841918945 49.061313629150391, 20.30610466003418 49.0614013671875)"
304808738,,service,,,,"LINESTRING (20.289588928222656 49.064041137695312, 20.2904052734375 49.0639533996582, 20.291379928588867 49.063850402832031)"
304808739,,service,,,,"LINESTRING (20.2904052734375 49.0639533996582, 20.290555953979492 49.064479827880859, 20.291479110717773 49.064357757568359, 20.291379928588867 49.063850402832031)"
304809161,,service,,,,"LINESTRING (20.284700393676758 49.064617156982422, 20.284751892089844 49.064628601074219, 20.28547477722168 49.064640045166016, 20.28553581237793 49.064590454101562, 20.285470962524414 49.064388275146484)"
304809402,Kuzmányho,residential,,,,"LINESTRING (20.280300140380859 49.06634521484375, 20.279975891113281 49.065753936767578, 20.279821395874023 49.065437316894531, 20.279787063598633 49.065364837646484)"
305068704,Okružná,tertiary,,,,"LINESTRING (20.031896591186523 49.017139434814453, 20.031824111938477 49.017379760742188, 20.031848907470703 49.017520904541016, 20.031879425048828 49.017684936523438, 20.0321044921875 49.018043518066406, 20.032276153564453 49.018165588378906, 20.032670974731445 49.018310546875, 20.032896041870117 49.018337249755859, 20.033939361572266 49.018413543701172, 20.034709930419922 49.018466949462891, 20.036178588867188 49.018730163574219, 20.036699295043945 49.018882751464844, 20.037025451660156 49.019077301025391, 20.03741455078125 49.019405364990234, 20.037818908691406 49.019840240478516, 20.038200378417969 49.020000457763672, 20.038898468017578 49.020164489746094, 20.039169311523438 49.020305633544922, 20.039335250854492 49.020549774169922, 20.039436340332031 49.021003723144531, 20.039592742919922 49.021171569824219, 20.039878845214844 49.021339416503906, 20.041217803955078 49.021804809570312, 20.042064666748047 49.022235870361328, 20.042539596557617 49.022411346435547, 20.043346405029297 49.0225944519043, 20.044267654418945 49.022697448730469, 20.045476913452148 49.022705078125, 20.046566009521484 49.022632598876953, 20.047018051147461 49.022689819335938, 20.047483444213867 49.0228385925293, 20.048572540283203 49.023773193359375, 20.049116134643555 49.024143218994141, 20.049655914306641 49.024398803710938, 20.050094604492188 49.024520874023438, 20.050703048706055 49.024570465087891, 20.051303863525391 49.024543762207031, 20.052654266357422 49.024372100830078, 20.053144454956055 49.024337768554688, 20.053564071655273 49.024394989013672, 20.054737091064453 49.024700164794922, 20.055444717407227 49.024787902832031, 20.056425094604492 49.024806976318359, 20.056758880615234 49.024856567382812, 20.057022094726562 49.024982452392578, 20.057300567626953 49.025394439697266, 20.057661056518555 49.026191711425781, 20.057994842529297 49.026596069335938, 20.058773040771484 49.027000427246094, 20.059425354003906 49.027248382568359, 20.060148239135742 49.027446746826172, 20.060747146606445 49.027706146240234, 20.061214447021484 49.028125762939453, 20.061836242675781 49.0289306640625, 20.062465667724609 49.029567718505859, 20.063026428222656 49.029914855957031, 20.0633602142334 49.030044555664062, 20.063716888427734 49.030185699462891, 20.064783096313477 49.030323028564453, 20.06584358215332 49.030601501464844, 20.066415786743164 49.030776977539062, 20.06724739074707 49.030963897705078, 20.0699462890625 49.031539916992188, 20.070636749267578 49.031715393066406, 20.071384429931641 49.031902313232422)"
311793119,Hlavná,tertiary,,,,"LINESTRING (20.152509689331055 48.993511199951172, 20.152473449707031 48.993488311767578)"
311793135,,track,,,,"LINESTRING (20.151756286621094 48.978721618652344, 20.151210784912109 48.979320526123047, 20.151121139526367 48.979515075683594, 20.150938034057617 48.979640960693359, 20.150821685791016 48.979984283447266, 20.150707244873047 48.9801139831543, 20.150579452514648 48.980384826660156, 20.150199890136719 48.980686187744141, 20.150117874145508 48.980819702148438, 20.150003433227539 48.981300354003906, 20.149572372436523 48.981864929199219, 20.149188995361328 48.982124328613281, 20.148910522460938 48.982223510742188, 20.148721694946289 48.9825325012207, 20.148233413696289 48.983058929443359, 20.148008346557617 48.983295440673828, 20.147853851318359 48.983303070068359, 20.147682189941406 48.983432769775391, 20.147800445556641 48.983982086181641, 20.147670745849609 48.984081268310547, 20.147523880004883 48.985012054443359, 20.147441864013672 48.985393524169922, 20.1472225189209 48.985813140869141, 20.14683723449707 48.986164093017578, 20.146587371826172 48.986358642578125, 20.146167755126953 48.986423492431641, 20.146003723144531 48.986499786376953, 20.14581298828125 48.986839294433594, 20.145713806152344 48.987064361572266, 20.145778656005859 48.987266540527344, 20.145956039428711 48.9875373840332, 20.146062850952148 48.987712860107422, 20.14610481262207 48.988086700439453, 20.146205902099609 48.988426208496094, 20.146339416503906 48.988632202148438, 20.146623611450195 48.988971710205078, 20.146852493286133 48.989383697509766)"
311793140,Školská,residential,,,,"LINESTRING (20.152015686035156 48.993705749511719, 20.151565551757812 48.9937629699707, 20.151157379150391 48.993694305419922, 20.150764465332031 48.993423461914062, 20.14991569519043 48.993038177490234, 20.14984130859375 48.992877960205078, 20.149808883666992 48.9927978515625)"
312218921,,primary,,2,,"LINESTRING (20.146114349365234 49.063335418701172, 20.145786285400391 49.063877105712891)"
312218922,,primary,,3,,"LINESTRING (20.140275955200195 49.066444396972656, 20.138885498046875 49.066440582275391)"
312218923,,primary,,3,,"LINESTRING (20.146614074707031 49.062553405761719, 20.146114349365234 49.063335418701172)"
312218924,,primary,,,,"LINESTRING (20.138885498046875 49.066440582275391, 20.138246536254883 49.066452026367188, 20.13795280456543 49.066471099853516, 20.137777328491211 49.066486358642578, 20.137571334838867 49.066505432128906, 20.137313842773438 49.0665397644043, 20.137073516845703 49.066585540771484, 20.136869430541992 49.066635131835938, 20.136653900146484 49.066688537597656, 20.136093139648438 49.066864013671875, 20.13568115234375 49.067043304443359, 20.134767532348633 49.067428588867188, 20.133325576782227 49.068023681640625)"
312218925,,primary,,2,,"LINESTRING (20.141239166259766 49.066356658935547, 20.140501022338867 49.066425323486328, 20.140275955200195 49.066444396972656)"
312218926,,primary,,3,,"LINESTRING (20.14244270324707 49.066074371337891, 20.142234802246094 49.066135406494141, 20.142045974731445 49.066196441650391, 20.1417179107666 49.066268920898438, 20.141407012939453 49.066329956054688, 20.141239166259766 49.066356658935547)"
312218927,,motorway,yes,2,,"LINESTRING (20.147346496582031 49.064193725585938, 20.147809982299805 49.064243316650391, 20.14826774597168 49.064304351806641)"
312218928,,motorway,yes,2,,"LINESTRING (20.137557983398438 49.066017150878906, 20.136514663696289 49.066459655761719, 20.136056900024414 49.066650390625, 20.135568618774414 49.066875457763672, 20.134639739990234 49.0672721862793, 20.132532119750977 49.068149566650391, 20.130422592163086 49.069046020507812, 20.12898063659668 49.069644927978516, 20.127456665039062 49.070228576660156, 20.126455307006836 49.0705680847168, 20.125417709350586 49.070877075195312, 20.124364852905273 49.071163177490234, 20.123311996459961 49.0714225769043, 20.122201919555664 49.071659088134766, 20.121105194091797 49.071857452392578, 20.119659423828125 49.072063446044922, 20.11866569519043 49.072174072265625)"
312218929,,motorway,yes,2,,"LINESTRING (20.142332077026367 49.064395904541016, 20.14326286315918 49.064262390136719, 20.143747329711914 49.064205169677734, 20.144235610961914 49.064167022705078)"
312218930,,motorway,yes,2,,"LINESTRING (20.144102096557617 49.064350128173828, 20.143348693847656 49.064418792724609, 20.14263916015625 49.06451416015625, 20.142326354980469 49.064559936523438, 20.141780853271484 49.064662933349609)"
312218931,,motorway,yes,3,,"LINESTRING (20.146755218505859 49.064327239990234, 20.146284103393555 49.064300537109375, 20.145811080932617 49.064292907714844, 20.145345687866211 49.064296722412109, 20.144863128662109 49.064300537109375, 20.144102096557617 49.064350128173828)"
312218932,,motorway,yes,3,,"LINESTRING (20.141780853271484 49.064662933349609, 20.141452789306641 49.064727783203125, 20.14067268371582 49.064907073974609, 20.139593124389648 49.065227508544922, 20.138608932495117 49.065589904785156, 20.137557983398438 49.066017150878906)"
312218933,,motorway,yes,3,,"LINESTRING (20.144235610961914 49.064167022705078, 20.144918441772461 49.064132690429688, 20.145421981811523 49.064117431640625, 20.145893096923828 49.064117431640625, 20.146358489990234 49.064128875732422, 20.146848678588867 49.064159393310547, 20.147346496582031 49.064193725585938)"
312218934,,motorway,yes,3,,"LINESTRING (20.138566970825195 49.065456390380859, 20.139533996582031 49.065101623535156, 20.140586853027344 49.064792633056641, 20.141216278076172 49.064632415771484, 20.1417236328125 49.06451416015625, 20.142036437988281 49.064456939697266, 20.142332077026367 49.064395904541016)"
312218935,,service,,,,"LINESTRING (20.141042709350586 49.0660514831543, 20.1409854888916 49.06597900390625, 20.140604019165039 49.065486907958984, 20.140445709228516 49.065254211425781)"
312218936,,track,,,,"LINESTRING (20.131200790405273 49.061244964599609, 20.129947662353516 49.061275482177734, 20.129379272460938 49.06134033203125, 20.129308700561523 49.0615348815918, 20.129482269287109 49.062423706054688)"
312218937,,service,yes,,,"LINESTRING (20.140445709228516 49.065254211425781, 20.13981819152832 49.065437316894531, 20.139453887939453 49.0655632019043, 20.139184951782227 49.065597534179688, 20.138608932495117 49.065589904785156)"
312218938,,service,,,,"LINESTRING (20.140604019165039 49.065486907958984, 20.140922546386719 49.065380096435547, 20.14239501953125 49.06488037109375, 20.1425838470459 49.064907073974609, 20.142911911010742 49.065341949462891, 20.141290664672852 49.065864562988281, 20.140922546386719 49.065380096435547)"
313032337,,service,,,,"LINESTRING (20.142822265625 49.076789855957031, 20.142721176147461 49.077438354492188, 20.142574310302734 49.077705383300781, 20.142421722412109 49.077838897705078, 20.141016006469727 49.077587127685547, 20.140958786010742 49.0775032043457, 20.141212463378906 49.0770378112793, 20.141578674316406 49.076301574707031, 20.141761779785156 49.075927734375, 20.141761779785156 49.075778961181641)"
313048493,,track,,,,"LINESTRING (20.218112945556641 49.1325569152832, 20.218107223510742 49.132736206054688, 20.217340469360352 49.133674621582031, 20.216686248779297 49.134235382080078, 20.216238021850586 49.13494873046875, 20.216075897216797 49.135173797607422, 20.21551513671875 49.135478973388672, 20.214773178100586 49.135643005371094, 20.21442985534668 49.135967254638672, 20.214319229125977 49.136154174804688)"
313048494,,residential,,,,"LINESTRING (20.220401763916016 49.141155242919922, 20.220483779907227 49.141288757324219)"
313083579,Hlavná,tertiary,,2,,"LINESTRING (20.142988204956055 49.052200317382812, 20.143617630004883 49.052242279052734, 20.143875122070312 49.0522575378418, 20.145681381225586 49.052352905273438, 20.146484375 49.052394866943359, 20.147634506225586 49.052597045898438, 20.150196075439453 49.053043365478516, 20.150678634643555 49.053127288818359)"
313083580,Hlavná,tertiary,,2,,"LINESTRING (20.150678634643555 49.053127288818359, 20.151777267456055 49.053318023681641, 20.153106689453125 49.053550720214844, 20.154449462890625 49.053798675537109)"
313083596,,primary,,,,"LINESTRING (20.157428741455078 49.056606292724609, 20.1566219329834 49.056877136230469)"
313083597,,primary,,3,,"LINESTRING (20.158683776855469 49.056346893310547, 20.158470153808594 49.056369781494141, 20.158195495605469 49.056419372558594, 20.1579532623291 49.056468963623047, 20.157428741455078 49.056606292724609)"
313083598,Hlavná,primary,,3,,"LINESTRING (20.195140838623047 49.059547424316406, 20.194004058837891 49.059444427490234, 20.193759918212891 49.059421539306641)"
313083608,,footway,,,,"LINESTRING (20.183168411254883 49.058444976806641, 20.183141708374023 49.058490753173828)"
313083609,,service,,,,"LINESTRING (20.1898250579834 49.059722900390625, 20.1893253326416 49.059673309326172)"
313083610,,service,,,,"LINESTRING (20.194004058837891 49.059444427490234, 20.193923950195312 49.059673309326172)"
313083612,,service,,,,"LINESTRING (20.196041107177734 49.059627532958984, 20.195947647094727 49.060295104980469, 20.195863723754883 49.060375213623047, 20.19569206237793 49.060443878173828, 20.195417404174805 49.060420989990234, 20.194919586181641 49.060298919677734, 20.194526672363281 49.06024169921875, 20.193965911865234 49.060207366943359)"
313083613,,footway,,,,"LINESTRING (20.183183670043945 49.058403015136719, 20.183176040649414 49.058425903320312)"
313083614,,steps,,,,"LINESTRING (20.183176040649414 49.058425903320312, 20.183168411254883 49.058444976806641)"
313083615,,service,,,,"LINESTRING (20.202140808105469 49.060157775878906, 20.202072143554688 49.060382843017578, 20.201383590698242 49.060325622558594)"
313083616,,service,,,,"LINESTRING (20.151777267456055 49.053318023681641, 20.152034759521484 49.05322265625, 20.152486801147461 49.052913665771484)"
313083617,,path,,,,"LINESTRING (20.183141708374023 49.058490753173828, 20.183061599731445 49.058570861816406, 20.182933807373047 49.058696746826172, 20.182836532592773 49.058795928955078, 20.182661056518555 49.058853149414062, 20.182435989379883 49.0589714050293, 20.182201385498047 49.059085845947266, 20.182092666625977 49.0591926574707, 20.181978225708008 49.0594482421875, 20.181903839111328 49.059879302978516)"
313083618,,service,,,,"LINESTRING (20.19215202331543 49.059291839599609, 20.19227409362793 49.059417724609375, 20.193113327026367 49.059497833251953, 20.193241119384766 49.059566497802734)"
314248377,,service,,,,"LINESTRING (20.281429290771484 49.065670013427734, 20.281190872192383 49.065715789794922, 20.281394958496094 49.066192626953125)"
314248378,,service,,,,"LINESTRING (20.281394958496094 49.066192626953125, 20.281442642211914 49.066287994384766, 20.281600952148438 49.066463470458984, 20.281633377075195 49.066497802734375)"
314248379,,service,,,,"LINESTRING (20.282608032226562 49.065235137939453, 20.281951904296875 49.065361022949219, 20.281776428222656 49.065448760986328, 20.281570434570312 49.065608978271484, 20.281429290771484 49.065670013427734)"
314249519,Buzulucká,residential,,,,"LINESTRING (20.301349639892578 49.065670013427734, 20.301422119140625 49.065132141113281)"
314276639,Vagonárska,residential,,,,"LINESTRING (20.309406280517578 49.064033508300781, 20.309350967407227 49.064376831054688)"
314276640,Vagonárska,residential,yes,,,"LINESTRING (20.309917449951172 49.0640754699707, 20.309711456298828 49.064113616943359, 20.309566497802734 49.064182281494141, 20.309446334838867 49.064266204833984, 20.309350967407227 49.064376831054688)"
315679428,,service,,,,"LINESTRING (20.300228118896484 49.042404174804688, 20.300498962402344 49.042392730712891)"
315679429,,service,,,,"LINESTRING (20.295412063598633 49.0458869934082, 20.295354843139648 49.045795440673828)"
315679430,,service,,,,"LINESTRING (20.295940399169922 49.0457649230957, 20.295900344848633 49.045703887939453)"
315679431,,service,,,,"LINESTRING (20.295255661010742 49.045303344726562, 20.295225143432617 49.045192718505859, 20.295221328735352 49.045063018798828, 20.29524040222168 49.044914245605469)"
315679432,,footway,,,,"LINESTRING (20.295679092407227 49.045932769775391, 20.295787811279297 49.046073913574219)"
315679434,,footway,,,,"LINESTRING (20.296648025512695 49.045478820800781, 20.297100067138672 49.045551300048828)"
315679435,,footway,,,,"LINESTRING (20.297367095947266 49.044960021972656, 20.297040939331055 49.0450553894043, 20.297067642211914 49.045093536376953)"
315679438,,service,yes,,,"LINESTRING (20.29643440246582 49.045814514160156, 20.296531677246094 49.045974731445312, 20.295614242553711 49.046218872070312)"
315679439,,service,,,,"LINESTRING (20.297201156616211 49.045799255371094, 20.296531677246094 49.045974731445312)"
315679440,,footway,,,,"LINESTRING (20.293119430541992 49.0433349609375, 20.293426513671875 49.043338775634766, 20.293781280517578 49.043342590332031, 20.294095993041992 49.043338775634766, 20.294540405273438 49.043338775634766)"
315679441,,footway,,,,"LINESTRING (20.293781280517578 49.043342590332031, 20.294082641601562 49.043586730957031, 20.29456901550293 49.043861389160156)"
315679442,,footway,,,,"LINESTRING (20.294082641601562 49.043586730957031, 20.293727874755859 49.043773651123047, 20.293430328369141 49.043529510498047, 20.293781280517578 49.043342590332031)"
315679443,,footway,,,,"LINESTRING (20.293430328369141 49.043529510498047, 20.293426513671875 49.043338775634766, 20.293119430541992 49.04296875)"
315679444,,footway,,,,"LINESTRING (20.293781280517578 49.043342590332031, 20.293787002563477 49.043132781982422, 20.293787002563477 49.042972564697266)"
315679445,,footway,,,,"LINESTRING (20.293787002563477 49.043132781982422, 20.294099807739258 49.043136596679688, 20.294095993041992 49.043338775634766, 20.294082641601562 49.043586730957031)"
315679446,,footway,,,,"LINESTRING (20.2945499420166 49.043033599853516, 20.294099807739258 49.043136596679688)"
315679448,,footway,,,,"LINESTRING (20.294246673583984 49.044010162353516, 20.294223785400391 49.043975830078125)"
315681894,,service,,,,"LINESTRING (20.294956207275391 49.043251037597656, 20.295024871826172 49.043251037597656, 20.295068740844727 49.043251037597656, 20.295719146728516 49.043254852294922, 20.295717239379883 49.0433349609375, 20.29571533203125 49.043380737304688)"
315681896,,service,,,,"LINESTRING (20.294960021972656 49.0430908203125, 20.29503059387207 49.0430908203125, 20.295072555541992 49.0430908203125, 20.295711517333984 49.043098449707031)"
315681898,,footway,,,,"LINESTRING (20.295022964477539 49.043327331542969, 20.295024871826172 49.043251037597656, 20.29503059387207 49.0430908203125, 20.295032501220703 49.042964935302734)"
315681900,,footway,,,,"LINESTRING (20.295055389404297 49.043758392333984, 20.295024871826172 49.043674468994141, 20.295019149780273 49.043628692626953, 20.295021057128906 49.043376922607422)"
315681901,,steps,,,,"LINESTRING (20.295021057128906 49.043376922607422, 20.295022964477539 49.043327331542969)"
315684957,,service,,,,"LINESTRING (20.302419662475586 49.043968200683594, 20.302642822265625 49.043972015380859, 20.302642822265625 49.043720245361328)"
315684959,,service,,,,"LINESTRING (20.299383163452148 49.044948577880859, 20.299470901489258 49.045047760009766, 20.299591064453125 49.045150756835938, 20.299644470214844 49.045200347900391, 20.299646377563477 49.045501708984375)"
315684960,,service,,,,"LINESTRING (20.299644470214844 49.045200347900391, 20.30015754699707 49.045192718505859)"
315684962,,footway,,,,"LINESTRING (20.300004959106445 49.04559326171875, 20.300003051757812 49.045574188232422, 20.300003051757812 49.045524597167969)"
315684969,,footway,,,,"LINESTRING (20.298612594604492 49.045581817626953, 20.298606872558594 49.045639038085938, 20.298542022705078 49.045650482177734)"
315686122,,service,,,,"LINESTRING (20.298183441162109 49.045993804931641, 20.298078536987305 49.0460205078125, 20.297920227050781 49.046024322509766, 20.297689437866211 49.0460319519043, 20.297225952148438 49.046043395996094)"
315686123,,service,,,,"LINESTRING (20.297920227050781 49.046024322509766, 20.297882080078125 49.045883178710938)"
315686124,,service,,,,"LINESTRING (20.295747756958008 49.046421051025391, 20.297225952148438 49.046043395996094)"
316304830,,primary,,2,,"LINESTRING (20.276620864868164 49.054702758789062, 20.277257919311523 49.054267883300781, 20.278093338012695 49.053691864013672, 20.278635025024414 49.053321838378906, 20.279380798339844 49.052860260009766, 20.279518127441406 49.052780151367188, 20.27977180480957 49.052658081054688, 20.279989242553711 49.052555084228516, 20.280107498168945 49.0525016784668, 20.280242919921875 49.052444458007812, 20.280313491821289 49.052413940429688, 20.280483245849609 49.052341461181641, 20.280614852905273 49.052291870117188, 20.280757904052734 49.052242279052734, 20.281021118164062 49.052146911621094, 20.281351089477539 49.052040100097656, 20.28167724609375 49.051944732666016, 20.282064437866211 49.051826477050781, 20.282400131225586 49.051723480224609, 20.2830810546875 49.051521301269531, 20.283763885498047 49.051322937011719, 20.284076690673828 49.051235198974609, 20.284393310546875 49.051155090332031, 20.284736633300781 49.051078796386719, 20.28492546081543 49.051044464111328, 20.285102844238281 49.051010131835938, 20.285356521606445 49.05096435546875, 20.285676956176758 49.050918579101562)"
316304831,,primary,yes,2,,"LINESTRING (20.272966384887695 49.0577278137207, 20.272731781005859 49.058258056640625, 20.272632598876953 49.058467864990234, 20.272541046142578 49.058673858642578, 20.2724552154541 49.058822631835938, 20.272350311279297 49.058979034423828)"
316304832,,primary,,2,,"LINESTRING (20.258630752563477 49.061885833740234, 20.257534027099609 49.062091827392578)"
316304833,,primary,,2,,"LINESTRING (20.25468635559082 49.062534332275391, 20.253808975219727 49.062644958496094, 20.252765655517578 49.062751770019531)"
316304834,,primary,,2,,"LINESTRING (20.243999481201172 49.06304931640625, 20.241022109985352 49.062946319580078, 20.222877502441406 49.062210083007812, 20.222219467163086 49.062168121337891, 20.220754623413086 49.062015533447266, 20.219795227050781 49.0619010925293, 20.219184875488281 49.06182861328125)"
316307995,,footway,,,,"LINESTRING (20.289955139160156 49.050544738769531, 20.289943695068359 49.050552368164062, 20.289882659912109 49.050582885742188, 20.289787292480469 49.050609588623047, 20.289676666259766 49.050624847412109, 20.28941535949707 49.050636291503906, 20.289325714111328 49.050926208496094, 20.289314270019531 49.050987243652344)"
316307996,,service,,,,"LINESTRING (20.28953742980957 49.049678802490234, 20.289211273193359 49.049766540527344)"
316710660,,primary,,,,"LINESTRING (20.290111541748047 49.043048858642578, 20.290138244628906 49.043888092041016, 20.290142059326172 49.044090270996094, 20.29014778137207 49.044181823730469, 20.290159225463867 49.044277191162109, 20.29017448425293 49.044368743896484, 20.290191650390625 49.044448852539062, 20.29020881652832 49.044517517089844, 20.29022216796875 49.044559478759766)"
316710661,,primary,,,,"LINESTRING (20.283241271972656 49.0195426940918, 20.283205032348633 49.019802093505859, 20.283157348632812 49.020034790039062, 20.283111572265625 49.020210266113281, 20.283046722412109 49.020408630371094, 20.282987594604492 49.020576477050781, 20.282907485961914 49.0207633972168, 20.2828311920166 49.020927429199219, 20.282716751098633 49.021148681640625, 20.282602310180664 49.021339416503906, 20.282321929931641 49.021762847900391, 20.281982421875 49.022216796875, 20.281780242919922 49.022480010986328, 20.281576156616211 49.022727966308594, 20.281461715698242 49.022853851318359, 20.281352996826172 49.022953033447266, 20.2812442779541 49.023044586181641, 20.28114128112793 49.023124694824219, 20.281009674072266 49.023231506347656, 20.280858993530273 49.023342132568359, 20.280391693115234 49.023666381835938, 20.280008316040039 49.023929595947266, 20.279426574707031 49.02435302734375, 20.279304504394531 49.024456024169922, 20.279218673706055 49.0245361328125, 20.279130935668945 49.024623870849609, 20.279081344604492 49.024684906005859, 20.279033660888672 49.024761199951172, 20.279006958007812 49.024814605712891, 20.278980255126953 49.024887084960938, 20.278964996337891 49.02496337890625, 20.278955459594727 49.025066375732422, 20.278959274291992 49.025112152099609, 20.278966903686523 49.025169372558594, 20.278985977172852 49.025238037109375, 20.279006958007812 49.025299072265625, 20.279041290283203 49.025371551513672, 20.279079437255859 49.025432586669922, 20.279123306274414 49.025493621826172, 20.279178619384766 49.025547027587891, 20.27923583984375 49.025600433349609, 20.279294967651367 49.0256462097168, 20.279363632202148 49.02569580078125, 20.279460906982422 49.0257568359375, 20.279596328735352 49.025825500488281, 20.279741287231445 49.025886535644531, 20.280120849609375 49.026031494140625, 20.2812557220459 49.026447296142578, 20.282199859619141 49.026805877685547, 20.282442092895508 49.026901245117188, 20.282688140869141 49.027011871337891, 20.282846450805664 49.027091979980469, 20.282968521118164 49.02716064453125, 20.283103942871094 49.027240753173828, 20.28318977355957 49.027301788330078, 20.283315658569336 49.027397155761719, 20.2834415435791 49.027496337890625, 20.283576965332031 49.027618408203125, 20.28367805480957 49.027713775634766, 20.283802032470703 49.027847290039062, 20.283876419067383 49.027927398681641, 20.283931732177734 49.027996063232422, 20.28398323059082 49.028057098388672, 20.284036636352539 49.02813720703125, 20.284112930297852 49.028274536132812, 20.284187316894531 49.028419494628906, 20.284271240234375 49.028602600097656, 20.284353256225586 49.02880859375, 20.284568786621094 49.029376983642578, 20.2847957611084 49.030006408691406, 20.285167694091797 49.031108856201172, 20.285484313964844 49.032020568847656, 20.285558700561523 49.032211303710938, 20.285652160644531 49.032428741455078, 20.285863876342773 49.032855987548828, 20.286144256591797 49.033401489257812, 20.28636360168457 49.033809661865234, 20.286539077758789 49.034099578857422, 20.286586761474609 49.034164428710938, 20.286643981933594 49.03424072265625, 20.286735534667969 49.034351348876953, 20.286836624145508 49.034461975097656, 20.286916732788086 49.0345458984375, 20.287017822265625 49.034645080566406, 20.287252426147461 49.034854888916016, 20.287662506103516 49.035213470458984, 20.288032531738281 49.035530090332031, 20.288148880004883 49.035636901855469, 20.288267135620117 49.035758972167969, 20.288385391235352 49.035881042480469, 20.288503646850586 49.036018371582031, 20.288625717163086 49.036159515380859, 20.288705825805664 49.036262512207031, 20.288784027099609 49.0363655090332, 20.28889274597168 49.036514282226562, 20.28900146484375 49.03668212890625, 20.289089202880859 49.036827087402344, 20.2891788482666 49.0369873046875, 20.289241790771484 49.037101745605469, 20.289306640625 49.037235260009766, 20.28936767578125 49.037384033203125, 20.289417266845703 49.037513732910156, 20.289487838745117 49.037723541259766, 20.289802551269531 49.038982391357422, 20.28993034362793 49.039569854736328, 20.289966583251953 49.039737701416016, 20.290006637573242 49.039936065673828, 20.290021896362305 49.040065765380859, 20.2900333404541 49.040214538574219, 20.290050506591797 49.04046630859375, 20.290094375610352 49.0418815612793, 20.290102005004883 49.042331695556641)"
316710662,,primary,,,,"LINESTRING (20.282440185546875 49.014705657958984, 20.282636642456055 49.014965057373047, 20.28302001953125 49.015537261962891, 20.283220291137695 49.015838623046875, 20.283245086669922 49.015876770019531, 20.28338623046875 49.016078948974609, 20.283500671386719 49.01629638671875, 20.283559799194336 49.016410827636719, 20.283620834350586 49.01654052734375, 20.283670425415039 49.01666259765625, 20.283721923828125 49.016803741455078, 20.283781051635742 49.016983032226562, 20.283803939819336 49.017063140869141, 20.283823013305664 49.017124176025391, 20.283838272094727 49.0172119140625, 20.283838272094727 49.017284393310547, 20.283836364746094 49.0173454284668, 20.283832550048828 49.017391204833984, 20.283830642700195 49.017410278320312, 20.28382682800293 49.017452239990234, 20.283823013305664 49.017478942871094, 20.2838134765625 49.01751708984375, 20.283794403076172 49.0175666809082, 20.283771514892578 49.017623901367188, 20.283718109130859 49.017742156982422, 20.283504486083984 49.018123626708984, 20.283432006835938 49.018283843994141, 20.28337287902832 49.018463134765625, 20.283348083496094 49.018634796142578, 20.28333854675293 49.0187873840332, 20.283275604248047 49.019321441650391, 20.283241271972656 49.0195426940918)"
316725263,,secondary,,2,,"LINESTRING (20.268806457519531 49.062942504882812, 20.268800735473633 49.063148498535156, 20.2688045501709 49.063320159912109, 20.268802642822266 49.063468933105469, 20.268810272216797 49.063625335693359, 20.26881217956543 49.063770294189453, 20.268831253051758 49.063919067382812, 20.268857955932617 49.0640983581543, 20.268949508666992 49.064559936523438, 20.26898193359375 49.0646858215332, 20.269021987915039 49.064838409423828, 20.269067764282227 49.064979553222656, 20.269098281860352 49.065067291259766, 20.269149780273438 49.065212249755859, 20.269214630126953 49.065391540527344, 20.26927375793457 49.0655403137207, 20.269332885742188 49.065700531005859, 20.269430160522461 49.065902709960938)"
316725264,,unclassified,yes,,,"LINESTRING (20.271968841552734 49.059658050537109, 20.270908355712891 49.060218811035156, 20.269939422607422 49.060737609863281, 20.26957893371582 49.060947418212891, 20.269233703613281 49.0611686706543)"
316725265,,tertiary,,,,"LINESTRING (20.282876968383789 49.072040557861328, 20.282930374145508 49.072162628173828, 20.28297233581543 49.072299957275391, 20.282989501953125 49.072372436523438, 20.283004760742188 49.072456359863281, 20.283027648925781 49.0726432800293, 20.283039093017578 49.0727424621582, 20.283060073852539 49.072811126708984, 20.283079147338867 49.072853088378906, 20.283111572265625 49.072902679443359, 20.283157348632812 49.072956085205078, 20.283246994018555 49.073043823242188, 20.283342361450195 49.0731086730957, 20.283842086791992 49.073436737060547, 20.28474235534668 49.074081420898438, 20.284975051879883 49.074264526367188, 20.285137176513672 49.074398040771484, 20.285245895385742 49.074504852294922, 20.285331726074219 49.0745964050293, 20.285379409790039 49.074661254882812, 20.285453796386719 49.074760437011719, 20.285531997680664 49.074882507324219, 20.28590202331543 49.075599670410156)"
